,Forest,NaturalNonForestFormation,Agriculture,NonVegetatedArea,BodiesofWater,NotObserved
Forest,590165330.0,430712.0,4544406.0,40463.0,205753.0,189.0
NaturalNonForestFormation,595347.0,55941009.0,566064.0,21414.0,71897.0,84.0
Agriculture,1387507.0,385237.0,178186197.0,75903.0,64581.0,55.0
NonVegetatedArea,9635.0,12205.0,84762.0,2802181.0,4464.0,110.0
BodiesofWater,179860.0,92385.0,32588.0,3629.0,15278649.0,104.0
NotObserved,108.0,85.0,173.0,182.0,294.0,21809.0
