,Forest,NaturalNonForestFormation,Agriculture,NonVegetatedArea,BodiesofWater,NotObserved
Forest,527928845.0,299852.0,2656461.0,23940.0,63877.0,151.0
NaturalNonForestFormation,288709.0,50510450.0,397894.0,23698.0,32163.0,96.0
Agriculture,1043333.0,377629.0,245531179.0,64345.0,45875.0,96.0
NonVegetatedArea,3529.0,13052.0,41828.0,4521383.0,1371.0,151.0
BodiesofWater,213143.0,89541.0,49330.0,7151.0,16957611.0,197.0
NotObserved,129.0,85.0,79.0,133.0,141.0,17921.0
