,Forest,NaturalNonForestFormation,Agriculture,NonVegetatedArea,BodiesofWater,NotObserved
Forest,533389669.0,240557.0,2112390.0,29096.0,142492.0,156.0
NaturalNonForestFormation,256406.0,52046811.0,458654.0,30361.0,50704.0,95.0
Agriculture,1417748.0,446638.0,238963398.0,75219.0,43955.0,82.0
NonVegetatedArea,8790.0,15584.0,70511.0,4046252.0,2584.0,138.0
BodiesofWater,50733.0,56926.0,19122.0,1835.0,17209290.0,166.0
NotObserved,133.0,114.0,133.0,157.0,219.0,18252.0
