,Forest,NaturalNonForestFormation,Agriculture,NonVegetatedArea,BodiesofWater,NotObserved
Forest,520570689.0,809722.0,9349129.0,54509.0,188771.0,305.0
NaturalNonForestFormation,484825.0,48963643.0,1650268.0,56177.0,97930.0,168.0
Agriculture,3639682.0,658688.0,242444001.0,178476.0,141281.0,329.0
NonVegetatedArea,7568.0,29590.0,92193.0,4446068.0,5532.0,364.0
BodiesofWater,220168.0,177528.0,74240.0,14610.0,16829993.0,435.0
NotObserved,165.0,111.0,149.0,267.0,162.0,17635.0
