,Forest,NaturalNonForestFormation,Agriculture,NonVegetatedArea,BodiesofWater,NotObserved
Forest,524028945.0,822939.0,31199250.0,121657.0,557670.0,318.0
NaturalNonForestFormation,1171004.0,50326893.0,3428005.0,72612.0,159608.0,172.0
Agriculture,9362998.0,1397248.0,207537390.0,416600.0,265952.0,136.0
NonVegetatedArea,20191.0,46344.0,161178.0,3520857.0,14749.0,621.0
BodiesofWater,268156.0,121305.0,73145.0,12337.0,16076248.0,349.0
NotObserved,251.0,150.0,1994.0,519.0,453.0,17124.0
