,Forest,NaturalNonForestFormation,Agriculture,NonVegetatedArea,BodiesofWater,NotObserved
Forest,516060617.0,1162865.0,50759762.0,239824.0,1143603.0,411.0
NaturalNonForestFormation,1465686.0,48612694.0,5088773.0,104631.0,389730.0,130.0
Agriculture,12979127.0,1695740.0,191087223.0,847707.0,313723.0,128.0
NonVegetatedArea,27671.0,60612.0,151491.0,3097884.0,14133.0,768.0
BodiesofWater,322325.0,155040.0,224504.0,21233.0,15155932.0,300.0
NotObserved,346.0,242.0,2362.0,605.0,765.0,16785.0
