,Forest,NaturalNonForestFormation,Agriculture,NonVegetatedArea,BodiesofWater,NotObserved
Forest,526811347.0,268102.0,2100044.0,18872.0,182411.0,128.0
NaturalNonForestFormation,211889.0,50336020.0,521744.0,17573.0,57340.0,88.0
Agriculture,1403466.0,249949.0,247356465.0,42074.0,50795.0,124.0
NonVegetatedArea,3341.0,17906.0,70550.0,4595255.0,1690.0,133.0
BodiesofWater,84110.0,40959.0,37315.0,2201.0,16704352.0,269.0
NotObserved,171.0,76.0,88.0,139.0,138.0,18248.0
