,Forest,NaturalNonForestFormation,Agriculture,NonVegetatedArea,BodiesofWater,NotObserved
Forest,514373251.0,881043.0,20125773.0,126326.0,407462.0,505.0
NaturalNonForestFormation,881092.0,48505775.0,3259763.0,86450.0,109776.0,175.0
Agriculture,9840392.0,1529134.0,228936643.0,505824.0,133265.0,1782.0
NonVegetatedArea,22376.0,54909.0,153575.0,3903457.0,8871.0,671.0
BodiesofWater,340350.0,219595.0,329101.0,33333.0,16415356.0,338.0
NotObserved,235.0,157.0,550.0,469.0,462.0,17135.0
