,Forest,NaturalNonForestFormation,Agriculture,NonVegetatedArea,BodiesofWater,NotObserved
Forest,535133146.0,250823.0,2854368.0,19930.0,133292.0,179.0
NaturalNonForestFormation,277410.0,52685686.0,291020.0,22747.0,53812.0,132.0
Agriculture,1254812.0,406205.0,236470281.0,61161.0,37754.0,177.0
NonVegetatedArea,5224.0,15246.0,73316.0,4003897.0,2194.0,158.0
BodiesofWater,98718.0,105032.0,18646.0,1930.0,16908788.0,220.0
NotObserved,134.0,107.0,125.0,187.0,230.0,18279.0
