,Forest,NaturalNonForestFormation,Agriculture,NonVegetatedArea,BodiesofWater,NotObserved
Forest,584541971.0,282879.0,3313596.0,31051.0,295920.0,151.0
NaturalNonForestFormation,444126.0,55567879.0,485954.0,22524.0,94277.0,69.0
Agriculture,1891774.0,473196.0,184702890.0,68347.0,80025.0,56.0
NonVegetatedArea,6960.0,10584.0,72374.0,2972533.0,5803.0,115.0
BodiesofWater,161198.0,63128.0,37957.0,2945.0,15552962.0,121.0
NotObserved,148.0,108.0,271.0,149.0,235.0,21094.0
