,Forest,NaturalNonForestFormation,Agriculture,NonVegetatedArea,BodiesofWater,NotObserved
Forest,564645198.0,306807.0,4116321.0,34879.0,263739.0,136.0
NaturalNonForestFormation,359355.0,54726344.0,489939.0,20824.0,65119.0,63.0
Agriculture,1583005.0,347261.0,204889399.0,49337.0,54580.0,65.0
NonVegetatedArea,3600.0,6563.0,64540.0,3274907.0,2787.0,162.0
BodiesofWater,127571.0,127057.0,54906.0,1933.0,15567742.0,125.0
NotObserved,115.0,68.0,200.0,162.0,135.0,20426.0
