,Forest,NaturalNonForestFormation,Agriculture,NonVegetatedArea,BodiesofWater,NotObserved
Forest,509164188.0,1652775.0,84542230.0,474110.0,1679643.0,706.0
NaturalNonForestFormation,1950363.0,47907743.0,7311979.0,182596.0,462333.0,259.0
Agriculture,13676110.0,1483770.0,160504842.0,1515128.0,424109.0,150.0
NonVegetatedArea,66125.0,84695.0,306832.0,2452701.0,20442.0,905.0
BodiesofWater,564326.0,208690.0,306791.0,28856.0,14208162.0,399.0
NotObserved,600.0,249.0,2920.0,881.0,1417.0,17342.0
