,Forest,NaturalNonForestFormation,Agriculture,NonVegetatedArea,BodiesofWater,NotObserved
Forest,512998962.0,952221.0,21398026.0,121069.0,443664.0,418.0
NaturalNonForestFormation,884066.0,48054244.0,3702496.0,79267.0,122765.0,193.0
Agriculture,9447274.0,1389103.0,229419549.0,537861.0,152802.0,451.0
NonVegetatedArea,18944.0,49116.0,164123.0,3902125.0,8863.0,689.0
BodiesofWater,339293.0,220567.0,311375.0,30727.0,16435705.0,406.0
NotObserved,212.0,161.0,537.0,418.0,416.0,17263.0
