,Forest,NaturalNonForestFormation,Agriculture,NonVegetatedArea,BodiesofWater,NotObserved
Forest,509525694.0,1702202.0,74196325.0,385905.0,1291447.0,666.0
NaturalNonForestFormation,1505175.0,47419452.0,6743751.0,152753.0,348178.0,215.0
Agriculture,13342117.0,1496546.0,172270709.0,1257750.0,361123.0,312.0
NonVegetatedArea,43343.0,78482.0,210394.0,2787503.0,14353.0,930.0
BodiesofWater,520510.0,237446.0,280071.0,26113.0,14983876.0,548.0
NotObserved,517.0,190.0,2655.0,729.0,657.0,16733.0
