,Forest,NaturalNonForestFormation,Agriculture,NonVegetatedArea,BodiesofWater,NotObserved
Forest,514646207.0,1001741.0,37932632.0,185102.0,658038.0,368.0
NaturalNonForestFormation,1405702.0,49049809.0,4514832.0,91428.0,188453.0,201.0
Agriculture,11848043.0,1407868.0,207099537.0,622410.0,203683.0,128.0
NonVegetatedArea,29991.0,64560.0,245745.0,3590554.0,14564.0,835.0
BodiesofWater,329552.0,160737.0,179678.0,28205.0,15684181.0,344.0
NotObserved,229.0,138.0,2068.0,465.0,588.0,16755.0
