,Forest,NaturalNonForestFormation,Agriculture,NonVegetatedArea,BodiesofWater,NotObserved
Forest,595909521.0,202111.0,1123311.0,24087.0,254515.0,108.0
NaturalNonForestFormation,338378.0,57102895.0,171374.0,21774.0,180725.0,128.0
Agriculture,1090229.0,400869.0,175958382.0,116476.0,38080.0,74.0
NonVegetatedArea,10149.0,12805.0,111343.0,2789543.0,7650.0,209.0
BodiesofWater,66613.0,20937.0,11085.0,2131.0,15216393.0,65.0
NotObserved,126.0,78.0,86.0,147.0,603.0,22370.0
