,Forest,NaturalNonForestFormation,Agriculture,NonVegetatedArea,BodiesofWater,NotObserved
Forest,524942187.0,324646.0,2780894.0,24404.0,115178.0,174.0
NaturalNonForestFormation,221535.0,50138309.0,381900.0,38653.0,67815.0,107.0
Agriculture,1324602.0,312633.0,248559527.0,99635.0,94736.0,1584.0
NonVegetatedArea,2921.0,14454.0,50819.0,4622976.0,1621.0,45.0
BodiesofWater,115705.0,121790.0,70060.0,2624.0,16754454.0,198.0
NotObserved,107.0,85.0,87.0,69.0,242.0,18593.0
