,Forest,NaturalNonForestFormation,Agriculture,NonVegetatedArea,BodiesofWater,NotObserved
Forest,593666841.0,261950.0,3816458.0,35352.0,75438.0,86.0
NaturalNonForestFormation,400018.0,56544490.0,471788.0,18875.0,57707.0,43.0
Agriculture,1354655.0,341710.0,175018031.0,82376.0,22821.0,52.0
NonVegetatedArea,11771.0,23925.0,131905.0,2787580.0,2584.0,112.0
BodiesofWater,214052.0,103141.0,97854.0,7909.0,15632859.0,119.0
NotObserved,96.0,89.0,109.0,143.0,83.0,22350.0
