,Forest,NaturalNonForestFormation,Agriculture,NonVegetatedArea,BodiesofWater,NotObserved
Forest,533111628.0,225462.0,1985358.0,27175.0,63832.0,156.0
NaturalNonForestFormation,346579.0,51819763.0,630908.0,28251.0,40554.0,103.0
Agriculture,1544912.0,350847.0,239138034.0,76083.0,32695.0,89.0
NonVegetatedArea,6570.0,10589.0,86576.0,4118650.0,1833.0,153.0
BodiesofWater,226846.0,81678.0,54607.0,2508.0,17173791.0,208.0
NotObserved,140.0,88.0,108.0,144.0,206.0,18244.0
