,Forest,NaturalNonForestFormation,Agriculture,NonVegetatedArea,BodiesofWater,NotObserved
Forest,509669827.0,1151561.0,44884157.0,204586.0,820175.0,474.0
NaturalNonForestFormation,1380211.0,48038775.0,5420632.0,105859.0,212545.0,272.0
Agriculture,12364472.0,1403616.0,204144170.0,827701.0,240166.0,201.0
NonVegetatedArea,27608.0,62222.0,186115.0,3474159.0,12914.0,922.0
BodiesofWater,371335.0,212296.0,177934.0,32946.0,15756517.0,511.0
NotObserved,267.0,156.0,2051.0,539.0,540.0,16938.0
