,Forest,NaturalNonForestFormation,Agriculture,NonVegetatedArea,BodiesofWater,NotObserved
Forest,532374532.0,366994.0,2468543.0,31005.0,132123.0,154.0
NaturalNonForestFormation,259790.0,51527248.0,584594.0,41307.0,84652.0,117.0
Agriculture,1728623.0,433357.0,239681438.0,67852.0,42346.0,233.0
NonVegetatedArea,9241.0,19356.0,105551.0,4204882.0,1366.0,155.0
BodiesofWater,138160.0,74552.0,44763.0,4874.0,16758512.0,141.0
NotObserved,186.0,116.0,271.0,167.0,348.0,17819.0
