,Forest,NaturalNonForestFormation,Agriculture,NonVegetatedArea,BodiesofWater,NotObserved
Forest,527075159.0,576282.0,12571929.0,76605.0,244860.0,253.0
NaturalNonForestFormation,845607.0,50851677.0,1844430.0,52987.0,115468.0,156.0
Agriculture,6336796.0,1064209.0,228096446.0,228950.0,109195.0,146.0
NonVegetatedArea,18354.0,36111.0,168886.0,3876182.0,8079.0,383.0
BodiesofWater,211434.0,88816.0,63700.0,7769.0,16615022.0,265.0
NotObserved,200.0,126.0,464.0,394.0,383.0,17643.0
