,Forest,NaturalNonForestFormation,Agriculture,NonVegetatedArea,BodiesofWater,NotObserved
Forest,544642992.0,430816.0,5142000.0,61395.0,322397.0,275.0
NaturalNonForestFormation,388248.0,53766113.0,620076.0,69087.0,278668.0,115.0
Agriculture,1916073.0,327661.0,223237199.0,54223.0,30808.0,81.0
NonVegetatedArea,4140.0,8199.0,105594.0,3868544.0,2595.0,222.0
BodiesofWater,113112.0,46494.0,39301.0,1621.0,15706979.0,126.0
NotObserved,95.0,87.0,401.0,171.0,287.0,19175.0
