,Forest,NaturalNonForestFormation,Agriculture,NonVegetatedArea,BodiesofWater,NotObserved
Forest,531577820.0,312019.0,2390171.0,54902.0,149805.0,151.0
NaturalNonForestFormation,299906.0,51475282.0,578405.0,55927.0,146182.0,107.0
Agriculture,1606678.0,341638.0,240679618.0,69669.0,40940.0,186.0
NonVegetatedArea,8808.0,14224.0,83588.0,4264129.0,2137.0,169.0
BodiesofWater,160633.0,47507.0,87921.0,15445.0,16722770.0,120.0
NotObserved,137.0,105.0,198.0,155.0,231.0,17687.0
