,Forest,NaturalNonForestFormation,Agriculture,NonVegetatedArea,BodiesofWater,NotObserved
Forest,570429415.0,316043.0,4487654.0,30535.0,83552.0,274.0
NaturalNonForestFormation,309452.0,55087783.0,462229.0,20856.0,97249.0,152.0
Agriculture,1785271.0,497832.0,198254633.0,76784.0,16631.0,90.0
NonVegetatedArea,8356.0,16743.0,87969.0,3174705.0,1460.0,161.0
BodiesofWater,209148.0,97933.0,83747.0,3721.0,15543754.0,152.0
NotObserved,138.0,58.0,248.0,188.0,137.0,20316.0
