,Forest,NaturalNonForestFormation,Agriculture,NonVegetatedArea,BodiesofWater,NotObserved
Forest,524384608.0,1498531.0,59945195.0,227986.0,1045436.0,484.0
NaturalNonForestFormation,1140089.0,49837845.0,4775704.0,110633.0,305097.0,156.0
Agriculture,10665866.0,1787627.0,175170148.0,741879.0,362875.0,162.0
NonVegetatedArea,29740.0,62476.0,191481.0,2836721.0,13934.0,654.0
BodiesofWater,331172.0,136866.0,91489.0,16987.0,15471608.0,441.0
NotObserved,483.0,179.0,2465.0,762.0,559.0,17031.0
