,Forest,NaturalNonForestFormation,Agriculture,NonVegetatedArea,BodiesofWater,NotObserved
Forest,568157075.0,385005.0,3948249.0,23267.0,177908.0,150.0
NaturalNonForestFormation,332088.0,54873619.0,661174.0,19886.0,76759.0,102.0
Agriculture,1445528.0,338398.0,201651938.0,51087.0,46101.0,78.0
NonVegetatedArea,4440.0,10407.0,84578.0,3227486.0,1147.0,140.0
BodiesofWater,105351.0,79091.0,27224.0,2616.0,15453058.0,198.0
NotObserved,87.0,80.0,329.0,123.0,161.0,20441.0
