,Forest,NaturalNonForestFormation,Agriculture,NonVegetatedArea,BodiesofWater,NotObserved
Forest,517411736.0,878090.0,15755765.0,84286.0,354621.0,371.0
NaturalNonForestFormation,665203.0,48850243.0,2770700.0,71307.0,198161.0,194.0
Agriculture,6295720.0,947404.0,235030718.0,341373.0,123024.0,493.0
NonVegetatedArea,13326.0,39857.0,148808.0,4163339.0,7128.0,597.0
BodiesofWater,269852.0,185152.0,266064.0,27275.0,16285667.0,387.0
NotObserved,175.0,155.0,414.0,310.0,335.0,17124.0
