,Forest,NaturalNonForestFormation,Agriculture,NonVegetatedArea,BodiesofWater,NotObserved
Forest,551663864.0,1066754.0,19332526.0,96393.0,531787.0,330.0
NaturalNonForestFormation,670105.0,52789265.0,2200358.0,60307.0,243468.0,123.0
Agriculture,5249962.0,1209437.0,196624900.0,280347.0,168227.0,257.0
NonVegetatedArea,9568.0,27377.0,147559.0,3136213.0,7145.0,337.0
BodiesofWater,147699.0,110304.0,75530.0,8482.0,15325262.0,262.0
NotObserved,190.0,179.0,726.0,376.0,405.0,19346.0
