,Forest,NaturalNonForestFormation,Agriculture,NonVegetatedArea,BodiesofWater,NotObserved
Forest,577292535.0,515414.0,3820749.0,24976.0,253729.0,149.0
NaturalNonForestFormation,330217.0,54921396.0,607357.0,20323.0,105517.0,54.0
Agriculture,1339368.0,405545.0,192387299.0,77249.0,55605.0,51.0
NonVegetatedArea,5043.0,14591.0,128886.0,3097763.0,1885.0,129.0
BodiesofWater,108144.0,80160.0,37427.0,2256.0,15550193.0,164.0
NotObserved,120.0,96.0,149.0,139.0,142.0,20553.0
