,Forest,NaturalNonForestFormation,Agriculture,NonVegetatedArea,BodiesofWater,NotObserved
Forest,520594552.0,747177.0,13999852.0,107892.0,341843.0,285.0
NaturalNonForestFormation,694855.0,49186209.0,2297592.0,62308.0,100374.0,125.0
Agriculture,6981376.0,1300517.0,232986685.0,285940.0,106300.0,322.0
NonVegetatedArea,17846.0,46422.0,174179.0,4064116.0,8024.0,610.0
BodiesofWater,277373.0,140420.0,357602.0,34069.0,16271378.0,234.0
NotObserved,205.0,153.0,462.0,412.0,410.0,17249.0
