,Forest,NaturalNonForestFormation,Agriculture,NonVegetatedArea,BodiesofWater,NotObserved
Forest,548629346.0,1445940.0,36261329.0,145338.0,619867.0,419.0
NaturalNonForestFormation,767187.0,52013225.0,3061887.0,83559.0,243546.0,120.0
Agriculture,7731155.0,1650263.0,178675980.0,457789.0,213018.0,351.0
NonVegetatedArea,24098.0,46771.0,164832.0,2888754.0,10092.0,457.0
BodiesofWater,299475.0,148891.0,159099.0,13900.0,15426867.0,332.0
NotObserved,375.0,212.0,931.0,642.0,405.0,18915.0
