,Forest,NaturalNonForestFormation,Agriculture,NonVegetatedArea,BodiesofWater,NotObserved
Forest,515557457.0,1428300.0,78896786.0,405947.0,1567102.0,534.0
NaturalNonForestFormation,1804196.0,48544752.0,6619185.0,154126.0,370526.0,136.0
Agriculture,13741449.0,1737876.0,159655807.0,1272853.0,411550.0,110.0
NonVegetatedArea,69854.0,88360.0,274696.0,2508070.0,16083.0,813.0
BodiesofWater,626264.0,198244.0,365996.0,30611.0,14834480.0,338.0
NotObserved,537.0,257.0,3066.0,1072.0,1058.0,16880.0
