,Forest,NaturalNonForestFormation,Agriculture,NonVegetatedArea,BodiesofWater,NotObserved
Forest,558792865.0,451230.0,3740980.0,23746.0,314679.0,158.0
NaturalNonForestFormation,247806.0,54455499.0,600036.0,18725.0,118099.0,76.0
Agriculture,1343515.0,354264.0,211337891.0,80218.0,79715.0,86.0
NonVegetatedArea,3629.0,9719.0,77002.0,3363624.0,1506.0,98.0
BodiesofWater,76400.0,37993.0,37842.0,2481.0,15614400.0,105.0
NotObserved,92.0,120.0,127.0,103.0,156.0,20384.0
