,Forest,NaturalNonForestFormation,Agriculture,NonVegetatedArea,BodiesofWater,NotObserved
Forest,573493165.0,378251.0,4068363.0,30220.0,130801.0,176.0
NaturalNonForestFormation,278560.0,55071122.0,565170.0,23838.0,58106.0,63.0
Agriculture,1822993.0,366656.0,195545658.0,53397.0,35349.0,76.0
NonVegetatedArea,6384.0,12186.0,72052.0,3155805.0,1999.0,135.0
BodiesofWater,113699.0,118938.0,44975.0,2202.0,15733868.0,179.0
NotObserved,95.0,84.0,107.0,155.0,104.0,20436.0
