,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Urban Infrastructure,Wetland
Agriculture,5795489.342069999,0.0,1.661069885,85.950935603,103605.674512,0.230439105,0.0,8079.900335949999,0.151805243,843.7540635590001,0.0,4271.203386176,23.79060477,143.255217406,308.95967701
Aquaculture,0.0,11.94177359,,,,,,,,,,0.0,,0.0,
Beach and Dune,0.614936951,,99676.57125,0.0,3.5636711119999998,,,0.0,9.793624358999999,474.62763590000003,,19.650018600000003,,5.039265326000001,0.0
Forest Plantation,369.636958289,,0.0,153469.4708,91.10912331,0.310361096,,388.4989852,,0.0,,0.077340674,0.0,12.28887777,0.528276654
Grassland,185665.715751,0.0,8.459562805,42.83803138,8204733.909,2.634199213,,14528.51274,0.076869653,1784.2045269999999,,4521.576809,29.80552576,86.40053449999999,597.91048
Mining,0.07757777099999999,,,0.0,0.22934036300000002,765.6570256,,0.077557837,,0.0,,0.0,0.382769354,0.154065747,
Mosaic of Agriculture and Pasture,0.0,,,0.0,,,38.69918125,0.077950226,,0.0,0.0,0.0,,0.0,
Natural Forest,14795.671196218,,0.0,759.6581510999999,12690.91279,0.0,0.077879999,2382123.1180000002,0.076409497,18.21532259,0.0,1312.719195,0.231211841,18.49544706,396.9032714
Non Observed,0.151798419,,2.5803599,,0.67221698,,,0.22910116600000002,55.30482316,13.51452847,,1.5160910769999998,,0.0,0.0
Other Non Vegetated Area,1842.07759543,,203.4845203,0.536504797,1096.708099,0.0,0.0,13.61232082,1.134972321,144833.7013,,587.7365509,25.79916541,234.1464625,2.091654913
Pasture,0.0,,,0.0,,,0.077891479,0.0,,,7.98259491,,,0.0,
"River, Lake and Ocean",2160.825980223,0.0,8.512224963,0.0,321.9280235,0.0,,350.2871526,10.21388909,120.40005090000001,,1881814.763,0.53854726,0.7759365420000001,137.5040744
Rocky outcrop,16.85184641,,,0.0,23.09524316,0.45976887200000005,,0.077121863,,11.28882482,,0.844777795,10535.58046,0.0,
Urban Infrastructure,0.0,0.0,1.0078616390000001,,0.855046619,0.0,,0.0,0.0,0.231682697,,0.0,,94251.13502999999,0.0
Wetland,505.309013,,0.0,0.077550568,808.6781033,,0.0,336.3053368,0.0,0.0,,1813.8759920000002,,0.305148804,257174.1393
