,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Urban Infrastructure,Wetland
Agriculture,5850034.46565,0.0,0.454120026,152.17837839999999,125971.731629,5.5049369079999995,0.0,11866.438300799999,0.682030127,2326.6170236400003,0.0,2374.143642967,10.78841751,123.99444242099999,272.44411560000003
Aquaculture,0.0,10.94020525,,,,,,,,,,0.539317084,,0.0,
Beach and Dune,0.536946204,,98468.74582000001,0.0,2.8176055360000003,,,0.0,8.403933843999999,414.0263615,,13.42660984,,1.546324341,0.0
Forest Plantation,239.600593463,,0.0,153628.8382,25.42317701,3.414234985,,510.80171629999995,,0.6959602229999999,,0.0,0.0,0.0,0.905791571
Grassland,270198.276116,0.0,4.24476153,143.3353971,8050856.83,0.537362982,,19673.384980000003,0.298763818,3416.121429,,1554.1355019999999,45.35563733,71.76371451,434.1384853
Mining,0.229312195,,,0.0,0.15289487300000001,767.692819,,0.0,,0.538486163,,0.0,0.611621735,0.0,
Mosaic of Agriculture and Pasture,0.155936786,,,0.0,,,39.26115236,0.0,,0.0,0.0,0.0,,0.0,
Natural Forest,17034.650240737,,0.0,900.2560471,18813.31516,0.310387866,0.0,2348649.861,0.0,133.5254501,0.0,1371.557609,0.0,19.81265877,692.9232507
Non Observed,0.0,,4.404079755,,0.07698013299999999,,,0.152947778,60.41138013,8.288230756,,3.4956919560000004,,0.0,0.0
Other Non Vegetated Area,1235.18731522,,111.1580336,0.621491125,662.7170109,0.0,0.07805487700000001,17.02803319,3.797077063,143246.3412,,48.72929573,13.22869557,147.17360390000002,9.316307397000001
Pasture,0.0,,,0.0,,,0.0,0.0,,,9.308063855,,,0.0,
"River, Lake and Ocean",6003.822597,0.0,70.71601024,0.0,2209.439018,0.0,,2095.095127,1.291622638,220.11477960000002,,1889701.3,0.0,0.15552033699999998,376.2720901
Rocky outcrop,6.440321619,,,0.0,8.985727307000001,0.076969513,,0.153554456,,138.8418165,,0.0,10967.87192,0.0,
Urban Infrastructure,0.077549945,0.0,1.083836761,,0.46007121,0.0,,0.15553656,0.0,0.38812247899999996,,0.07768670700000001,,96068.94893,0.0
Wetland,674.1174539,,0.0,0.152758429,1757.416257,,0.0,205.8109467,0.0,30.22066248,,1075.9201369999998,,0.23159180899999998,253149.4658
