,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Urban Infrastructure,Wetland
Agriculture,6066439.7650999995,0.0,97.15616421,18188.5664892,488626.12027,4.673782446000001,0.550272809,18719.2719819,0.153886505,1682.42374741,0.07778961200000001,5441.6418317,89.66663467,1074.5480019,2050.145545489
Aquaculture,0.462256989,15.94827608,,,,,,,,,,4.006320221,,0.7704291440000001,
Beach and Dune,124.9685265,,92906.21826000001,0.383785944,1556.968149,,,4.5793313289999995,15.95969342,841.2432527000001,,324.3882702,,22.46148414,0.0
Forest Plantation,2651.6660690999997,,0.153771082,325071.7817,120.0757882,53.88780151,,492.340901,,0.1532164,,0.22714989600000002,0.0,13.14944722,0.989262579
Grassland,1005576.6943999999,0.0,482.4825659,22229.50833,6326841.976,27.01200902,,108705.589,0.7636410640000001,2219.616893,,5588.274709,49.82454203,2044.179773,3072.503626
Mining,20.85908638,,,0.459819885,0.841988043,611.542784,,0.076452637,,9.349736383,,0.31028887899999996,0.688027155,5.490611798,
Mosaic of Agriculture and Pasture,0.70689093,,,0.0,,,35.51526,0.157086249,,0.0,0.0,0.0,,0.155740613,
Natural Forest,29544.815266,,0.153768097,31892.242019999998,56691.88861,24.65710184,0.078089459,2367980.525,0.153519495,108.5776041,0.0,1534.567527,0.07707428,629.5843682999999,584.5735549
Non Observed,0.076505005,,11.616049900000002,,0.304655353,,,0.0,32.03930501,9.452632794,,18.44288434,,0.0,0.0
Other Non Vegetated Area,7533.5066050000005,,1698.3627179999999,85.07226111,21504.18437,9.158360895,0.0,826.4264587,22.64962551,122178.2443,,1159.427902,327.37242480000003,823.6140714,7.404126025
Pasture,0.702069714,,,0.0,,,0.0,0.077846759,,,6.363355884,,,0.077819641,
"River, Lake and Ocean",4507.683187449999,0.23113855600000002,71.15896017,10.57165411,2167.312177,2.161300067,,1217.7358570000001,5.070571027,360.52432220000003,,1858196.7219999998,0.460930151,6.8165193539999995,1476.684918
Rocky outcrop,85.11977938,,,0.077417029,200.8691914,42.17451199,,10.35000532,,9.445812866,,4.766105469,12195.512659999999,0.154841785,
Urban Infrastructure,0.23330179399999998,0.0,66.29679782,,0.540298773,5.80775141,,0.385623865,0.0,0.38971621100000003,,0.0,,105987.8909,0.07602307700000001
Wetland,931.2450451800001,,0.0,9.554648273,3854.3378020000005,,0.0,390.2972777,0.0,3.192040796,,212.25673450000002,,9.067183966,250188.233
