,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Urban Infrastructure,Wetland
Agriculture,5431422.73679,0.077043573,55.70428282,1243.9118762839998,583035.7745149999,36.84575741,1.10505177,30477.16860266,0.9073101379999999,5901.01303388,0.157154199,4744.67372558,219.65933969999998,400.03458559999996,988.7775951939999
Aquaculture,0.0,10.63204071,,,,,,,,,,0.308181494,,0.7704291440000001,
Beach and Dune,10.01641744,,97025.21367000001,0.076234308,529.9223135,,,0.0,24.71382037,4785.437454,,35.40635958,,56.71039219,0.0
Forest Plantation,1173.34364537,,0.0,146180.7489,373.57942080000004,9.381195092999999,,5100.5967630000005,,0.616316974,,0.31053830600000004,0.0,16.71911723,11.67835174
Grassland,939985.8604,0.0,423.5669343,8089.6218579999995,7279057.241,17.69187819,,75867.22858,0.306992053,5423.800446,,4500.486881,74.51913645,929.9590137,873.5653798000001
Mining,0.925157141,,,0.0,0.535157629,748.3187098999999,,0.076977374,,6.977202557000001,,0.766742053,7.6469121829999995,9.303842352,
Mosaic of Agriculture and Pasture,1.018171442,,,0.077875897,,,38.05480013,0.39255049399999997,,0.0,0.0,0.0,,0.157960571,
Natural Forest,32868.083551,,0.0,4249.238507,68293.13673,1.083916724,0.23457940100000002,2257620.804,0.38446058299999997,207.6632345,0.0,1338.009931,1.846729865,506.71140269999995,356.8493611
Non Observed,0.30615484600000004,,8.206974193999999,,0.305149768,,,0.0,36.10210925,21.46211436,,8.685680701,,0.155597333,0.0
Other Non Vegetated Area,2743.345302,,1357.685042,32.552649800000005,9978.009308,0.306289368,0.07805487700000001,82.81074061,3.63479386,143676.0618,,211.96760550000002,169.2304081,1685.8987350000002,2.950795142
Pasture,0.391092694,,,0.0,,,0.0,0.0,,,8.922103619,,,0.0,
"River, Lake and Ocean",9440.883589089999,0.924542981,676.2650775000001,0.0,8234.896820999998,0.46540914299999997,,1689.836737,15.75026265,1690.506379,,1862222.468,4.385159399,13.977686300000002,449.92062689999995
Rocky outcrop,11.65880121,,,0.07742204,18.01897298,0.230918304,,0.07645177,,232.8400401,,2.533241022,11093.709920000001,0.0,
Urban Infrastructure,0.077685675,0.0,5.183083081,,0.539953522,0.306967438,,0.15566965300000002,0.0,0.38969422,,0.0,,91954.64927000001,0.076024176
Wetland,1531.25055229,,2.446238483,0.23070629899999998,6212.753296,,0.077836078,275.3231832,0.0,3.395527393,,546.3709595,,1.066306757,239900.3376
