,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Urban Infrastructure,Wetland
Agriculture,7095512.60925,0.0,7.816234497000001,56.488211506000006,59415.232104999995,0.154013116,0.0,3655.9283613059997,0.074681757,287.797245419,0.0,676.8706568,18.18597719,0.155356146,233.2826068
Aquaculture,0.0,10.70936996,,,,,,,,,,0.0,,0.0,
Beach and Dune,0.153171039,,93831.51701,0.0,12.05704471,,,0.0,7.703321637,75.98428587,,3.004175439,,1.234259137,0.0
Forest Plantation,2568.8452664,,0.0,448061.6719,16.42649501,0.231636426,,34.32999174,,0.230869983,,0.07760971700000001,0.0,0.0,0.15120120199999998
Grassland,228186.119326,0.0,12.70695864,75.17744838,6504643.808999999,0.076442889,,7584.392775,0.226313965,362.5864837,,366.6848373,22.72799868,0.847652338,646.3000602999999
Mining,0.460332874,,,0.0,0.308047925,874.5415499,,0.310413354,,1.232212939,,0.077565936,0.305779138,5.2783349,
Mosaic of Agriculture and Pasture,0.156033051,,,0.0,,,41.69835374,0.0,,0.0,0.0,0.0,,0.0,
Natural Forest,10292.14641815,,0.0,1321.50348,9601.846776,0.0,0.0,2572534.929,0.153123895,19.50891112,0.0,307.07277450000004,0.15397618400000002,0.5442419860000001,82.94526411
Non Observed,0.30337937600000003,,5.129213293,,0.537307587,,,0.0,60.79648892,6.546326605,,3.0179773560000003,,0.0,0.0
Other Non Vegetated Area,1347.6899406,,138.0709191,0.15381956800000002,1191.439066,0.6171651,0.0,34.04908627,6.865628302,91470.39063,,88.38258898,3.5124043460000003,0.7799449159999999,0.0
Pasture,0.0,,,0.0,,,0.0,0.0,,,6.8903682129999995,,,0.0,
"River, Lake and Ocean",1147.937337399,0.308177472,24.08919861,0.077610754,373.50158680000004,2.751797278,,340.8689878,1.8210846440000001,118.96449059999999,,1869553.2230000002,0.077272705,0.078965125,153.7445649
Rocky outcrop,11.361328223000001,,,0.0,42.12284822,0.4587117,,0.461934766,,1.997832874,,0.15423430800000001,12472.64227,0.0,
Urban Infrastructure,0.07832167400000001,0.0,10.68064131,,0.310371448,0.542960315,,0.15532276,0.0,0.38593596799999996,,0.075949084,,115147.6318,0.0
Wetland,466.07906707200004,,0.0,0.537557318,1115.820563,,0.0,83.93481567,0.224073785,0.851621783,,194.49535880000002,,0.077681335,254530.5536
