,Year,Quantity,Exchange,Shift
0,1985 to 1990,659179,1594149.0,899011.0
1,1990 to 1995,1174167,1242461.0,685991.0
2,1995 to 2000,933564,1154172.0,772172.0
3,2000 to 2005,1059465,920373.0,1005095.0
4,2005 to 2010,560727,1064128.0,868931.0
5,2010 to 2015,1050070,970509.0,960911.0
