,Year,Quantity,Exchange,Shift
0,1985 to 1990,486228,927459.0,607609.0
1,1990 to 1995,264968,1129912.0,712305.0
2,1995 to 2000,287746,989580.0,570265.0
3,2000 to 2005,206183,1052402.0,584936.0
4,2005 to 2010,145840,984927.0,556469.0
5,2010 to 2015,367083,804619.0,505004.0
