,Year,Quantity,Exchange,Shift
0,1985 to 1990,330652,1155595.0,745878.0
1,1990 to 1995,204206,1371488.0,816690.0
2,1995 to 2000,216929,1369394.0,844616.0
3,2000 to 2005,620706,973583.0,683854.0
4,2005 to 2010,647768,916576.0,728426.0
5,2010 to 2015,492839,953181.0,706062.0
