,Year,Category,Quantity,Miss,FalseAlarm,Exchange,Shift
346,2009 to 2010,"River, Lake and Ocean",241679.0,0.0,241679.0,88883.0,18.0
347,2009 to 2010,Salt flat,434.0,0.0,434.0,294.0,-0.0
348,2009 to 2010,Urban Infrastructure,3122.0,3122.0,0.0,11.0,1.0
349,2009 to 2010,Wetland,0.0,0.0,0.0,0.0,0.0
350,2010 to 2011,Agriculture,121036.0,121036.0,0.0,102097.0,8606.0
351,2010 to 2011,Beach and Dune,16.0,16.0,0.0,51.0,1.0
352,2010 to 2011,Forest Plantation,4202.0,4202.0,0.0,1701.0,0.0
353,2010 to 2011,Grassland,194424.0,194424.0,0.0,311020.0,614.0
354,2010 to 2011,Mining,779.0,779.0,0.0,54.0,3.0
355,2010 to 2011,Mosaic of Agriculture and Pasture,0.0,0.0,0.0,0.0,0.0
356,2010 to 2011,Natural Forest,709983.0,0.0,709983.0,947534.0,0.0
357,2010 to 2011,Non Observed,116.0,116.0,0.0,210.0,64.0
358,2010 to 2011,Other Non Vegetated Area,337.0,337.0,0.0,128.0,4.0
359,2010 to 2011,Pasture,376146.0,376146.0,0.0,834252.0,186534.0
360,2010 to 2011,"River, Lake and Ocean",9120.0,9120.0,0.0,143046.0,59305.0
361,2010 to 2011,Salt flat,218.0,218.0,0.0,139.0,-0.0
362,2010 to 2011,Urban Infrastructure,3588.0,3588.0,0.0,10.0,2.0
363,2010 to 2011,Wetland,0.0,0.0,0.0,0.0,0.0
364,2011 to 2012,Agriculture,364921.0,364921.0,0.0,117093.0,254.0
365,2011 to 2012,Beach and Dune,86.0,0.0,86.0,32.0,11.0
366,2011 to 2012,Forest Plantation,664.0,664.0,0.0,1933.0,790.0
367,2011 to 2012,Grassland,74343.0,74343.0,0.0,351996.0,29844.0
368,2011 to 2012,Mining,739.0,739.0,0.0,40.0,13.0
369,2011 to 2012,Mosaic of Agriculture and Pasture,0.0,0.0,0.0,0.0,0.0
370,2011 to 2012,Natural Forest,341088.0,0.0,341088.0,1206894.0,821.0
371,2011 to 2012,Non Observed,190.0,0.0,190.0,287.0,67.0
372,2011 to 2012,Other Non Vegetated Area,641.0,641.0,0.0,439.0,1.0
373,2011 to 2012,Pasture,134687.0,0.0,134687.0,1112977.0,220200.0
374,2011 to 2012,"River, Lake and Ocean",29976.0,29976.0,0.0,203733.0,423.0
375,2011 to 2012,Salt flat,1751.0,1751.0,0.0,164.0,0.0
376,2011 to 2012,Urban Infrastructure,3016.0,3016.0,0.0,13.0,2.0
377,2011 to 2012,Wetland,0.0,0.0,0.0,0.0,0.0
378,2012 to 2013,Agriculture,525612.0,525612.0,0.0,59845.0,218.0
379,2012 to 2013,Beach and Dune,135.0,0.0,135.0,24.0,1.0
380,2012 to 2013,Forest Plantation,317.0,317.0,0.0,2580.0,849.0
381,2012 to 2013,Grassland,118526.0,0.0,118526.0,310059.0,34293.0
382,2012 to 2013,Mining,464.0,464.0,0.0,24.0,48.0
383,2012 to 2013,Mosaic of Agriculture and Pasture,0.0,0.0,0.0,0.0,0.0
384,2012 to 2013,Natural Forest,203104.0,0.0,203104.0,1279965.0,18796.0
385,2012 to 2013,Non Observed,36.0,0.0,36.0,209.0,92.0
386,2012 to 2013,Other Non Vegetated Area,230.0,0.0,230.0,689.0,147.0
387,2012 to 2013,Pasture,349461.0,0.0,349461.0,1078188.0,127198.0
388,2012 to 2013,"River, Lake and Ocean",139147.0,139147.0,0.0,162146.0,573.0
389,2012 to 2013,Salt flat,1447.0,1447.0,0.0,126.0,1.0
390,2012 to 2013,Urban Infrastructure,4506.0,4506.0,0.0,12.0,-0.0
391,2012 to 2013,Wetland,0.0,0.0,0.0,0.0,0.0
392,2013 to 2014,Agriculture,507529.0,507529.0,0.0,133489.0,1052.0
393,2013 to 2014,Beach and Dune,86.0,0.0,86.0,35.0,0.0
394,2013 to 2014,Forest Plantation,8191.0,8191.0,0.0,5047.0,-0.0
395,2013 to 2014,Grassland,86023.0,86023.0,0.0,229928.0,29998.0
396,2013 to 2014,Mining,319.0,319.0,0.0,65.0,5.0
397,2013 to 2014,Mosaic of Agriculture and Pasture,0.0,0.0,0.0,0.0,0.0
398,2013 to 2014,Natural Forest,647102.0,0.0,647102.0,830209.0,203.0
399,2013 to 2014,Non Observed,165.0,0.0,165.0,190.0,44.0
400,2013 to 2014,Other Non Vegetated Area,316.0,0.0,316.0,566.0,67.0
401,2013 to 2014,Pasture,49215.0,0.0,49215.0,776470.0,431016.0
402,2013 to 2014,"River, Lake and Ocean",91106.0,91106.0,0.0,116240.0,189.0
403,2013 to 2014,Salt flat,3.0,0.0,3.0,440.0,27.0
404,2013 to 2014,Urban Infrastructure,3720.0,3720.0,0.0,13.0,0.0
405,2013 to 2014,Wetland,0.0,0.0,0.0,0.0,0.0
406,2014 to 2015,Agriculture,245652.0,245652.0,0.0,74617.0,330.0
407,2014 to 2015,Beach and Dune,36.0,0.0,36.0,28.0,1.0
408,2014 to 2015,Forest Plantation,5020.0,5020.0,0.0,273.0,284.0
409,2014 to 2015,Grassland,44370.0,0.0,44370.0,272390.0,29479.0
410,2014 to 2015,Mining,31.0,31.0,0.0,51.0,82.0
411,2014 to 2015,Mosaic of Agriculture and Pasture,0.0,0.0,0.0,0.0,0.0
412,2014 to 2015,Natural Forest,705497.0,0.0,705497.0,823062.0,39564.0
413,2014 to 2015,Non Observed,53.0,0.0,53.0,146.0,52.0
414,2014 to 2015,Other Non Vegetated Area,435.0,0.0,435.0,225.0,0.0
415,2014 to 2015,Pasture,467388.0,467388.0,0.0,700458.0,201614.0
416,2014 to 2015,"River, Lake and Ocean",28738.0,28738.0,0.0,151017.0,30708.0
417,2014 to 2015,Salt flat,98.0,98.0,0.0,328.0,38.0
418,2014 to 2015,Urban Infrastructure,3466.0,3466.0,0.0,13.0,-0.0
419,2014 to 2015,Wetland,0.0,0.0,0.0,0.0,0.0
420,2015 to 2016,Agriculture,179638.0,179638.0,0.0,152601.0,1853.0
421,2015 to 2016,Beach and Dune,63.0,63.0,0.0,32.0,5.0
422,2015 to 2016,Forest Plantation,37086.0,37086.0,0.0,651.0,1.0
423,2015 to 2016,Grassland,98796.0,98796.0,0.0,341041.0,11940.0
424,2015 to 2016,Mining,475.0,475.0,0.0,48.0,17.0
425,2015 to 2016,Mosaic of Agriculture and Pasture,0.0,0.0,0.0,0.0,0.0
426,2015 to 2016,Natural Forest,1238236.0,0.0,1238236.0,823745.0,144835.0
427,2015 to 2016,Non Observed,37.0,37.0,0.0,164.0,16.0
428,2015 to 2016,Other Non Vegetated Area,206.0,206.0,0.0,196.0,37.0
429,2015 to 2016,Pasture,1123495.0,1123495.0,0.0,741703.0,174206.0
430,2015 to 2016,"River, Lake and Ocean",204761.0,0.0,204761.0,114799.0,15.0
431,2015 to 2016,Salt flat,228.0,228.0,0.0,352.0,20.0
432,2015 to 2016,Urban Infrastructure,2973.0,2973.0,0.0,14.0,40.0
433,2015 to 2016,Wetland,0.0,0.0,0.0,0.0,0.0
434,2016 to 2017,Agriculture,226232.0,226232.0,0.0,72104.0,6922.0
435,2016 to 2017,Beach and Dune,40.0,0.0,40.0,21.0,-0.0
436,2016 to 2017,Forest Plantation,5098.0,5098.0,0.0,182.0,77.0
437,2016 to 2017,Grassland,30561.0,0.0,30561.0,287279.0,37128.0
438,2016 to 2017,Mining,289.0,0.0,289.0,8.0,-0.0
439,2016 to 2017,Mosaic of Agriculture and Pasture,0.0,0.0,0.0,0.0,0.0
440,2016 to 2017,Natural Forest,449482.0,0.0,449482.0,1126762.0,28.0
441,2016 to 2017,Non Observed,27.0,27.0,0.0,159.0,23.0
442,2016 to 2017,Other Non Vegetated Area,275.0,0.0,275.0,154.0,7.0
443,2016 to 2017,Pasture,93238.0,93238.0,0.0,1008262.0,213844.0
444,2016 to 2017,"River, Lake and Ocean",152998.0,152998.0,0.0,110589.0,36.0
445,2016 to 2017,Salt flat,128.0,128.0,0.0,102.0,5.0
446,2016 to 2017,Urban Infrastructure,2926.0,2926.0,0.0,10.0,0.0
447,2016 to 2017,Wetland,0.0,0.0,0.0,0.0,-0.0
448,2017 to 2018,Agriculture,355246.0,355246.0,0.0,73741.0,231.0
449,2017 to 2018,Beach and Dune,24.0,0.0,24.0,7.0,-0.0
450,2017 to 2018,Forest Plantation,15497.0,0.0,15497.0,195.0,21.0
451,2017 to 2018,Grassland,179296.0,179296.0,0.0,306344.0,13646.0
452,2017 to 2018,Mining,447.0,0.0,447.0,20.0,-0.0
453,2017 to 2018,Mosaic of Agriculture and Pasture,0.0,0.0,0.0,0.0,0.0
454,2017 to 2018,Natural Forest,1351323.0,0.0,1351323.0,963641.0,20869.0
455,2017 to 2018,Non Observed,13.0,13.0,0.0,152.0,19.0
456,2017 to 2018,Other Non Vegetated Area,1137.0,1137.0,0.0,138.0,1.0
457,2017 to 2018,Pasture,929817.0,929817.0,0.0,832467.0,306667.0
458,2017 to 2018,"River, Lake and Ocean",101199.0,0.0,101199.0,188897.0,63.0
459,2017 to 2018,Salt flat,26.0,26.0,0.0,39.0,1.0
460,2017 to 2018,Urban Infrastructure,2954.0,2954.0,0.0,12.0,-0.0
461,2017 to 2018,Wetland,0.0,0.0,0.0,0.0,0.0
462,2018 to 2019,Agriculture,235124.0,235124.0,0.0,84801.0,3794.0
463,2018 to 2019,Beach and Dune,70.0,0.0,70.0,25.0,0.0
464,2018 to 2019,Forest Plantation,18839.0,18839.0,0.0,144.0,343.0
465,2018 to 2019,Grassland,83915.0,83915.0,0.0,424272.0,18533.0
466,2018 to 2019,Mining,301.0,0.0,301.0,11.0,-0.0
467,2018 to 2019,Mosaic of Agriculture and Pasture,0.0,0.0,0.0,0.0,0.0
468,2018 to 2019,Natural Forest,644807.0,0.0,644807.0,1417879.0,4165.0
469,2018 to 2019,Non Observed,52.0,52.0,0.0,146.0,13.0
470,2018 to 2019,Other Non Vegetated Area,2293.0,2293.0,0.0,965.0,192.0
471,2018 to 2019,Pasture,232716.0,232716.0,0.0,1176904.0,266979.0
472,2018 to 2019,"River, Lake and Ocean",71852.0,71852.0,0.0,224586.0,4162.0
473,2018 to 2019,Salt flat,414.0,0.0,414.0,171.0,2.0
474,2018 to 2019,Urban Infrastructure,800.0,800.0,0.0,13.0,0.0
475,2018 to 2019,Wetland,0.0,0.0,0.0,0.0,0.0
