,Year,Category,Quantity,Miss,FalseAlarm,Exchange,Shift
342,2005 to 2006,Beach and Dune,117.0,117.0,0.0,561.0,101.0
343,2005 to 2006,Forest Plantation,68351.0,68351.0,0.0,8397.0,30.0
344,2005 to 2006,Grassland,11377.0,0.0,11377.0,2330.0,-0.0
345,2005 to 2006,Mining,65.0,65.0,0.0,13.0,25.0
346,2005 to 2006,Mosaic of Agriculture and Pasture,28893.0,0.0,28893.0,347669.0,373615.0
347,2005 to 2006,Natural Forest,12225.0,0.0,12225.0,115463.0,17696.0
348,2005 to 2006,Non Observed,7.0,0.0,7.0,104.0,8.0
349,2005 to 2006,Other Non Forest Natural Formation,814.0,0.0,814.0,1821.0,59.0
350,2005 to 2006,Other Non Vegetated Area,2452.0,0.0,2452.0,5250.0,1059.0
351,2005 to 2006,Pasture,391282.0,0.0,391282.0,253478.0,1889.0
352,2005 to 2006,"River, Lake and Ocean",8191.0,8191.0,0.0,1000.0,446.0
353,2005 to 2006,Rocky outcrop,552.0,552.0,0.0,1005.0,106.0
354,2005 to 2006,Salt flat,44.0,44.0,0.0,41.0,10.0
355,2005 to 2006,Urban Infrastructure,5436.0,5436.0,0.0,87.0,1.0
356,2005 to 2006,Wetland,398.0,398.0,0.0,4504.0,400.0
357,2006 to 2007,Agriculture,586856.0,586856.0,0.0,105144.0,3066.0
358,2006 to 2007,Aquaculture,213.0,213.0,0.0,8.0,-0.0
359,2006 to 2007,Beach and Dune,285.0,285.0,0.0,392.0,0.0
360,2006 to 2007,Forest Plantation,53292.0,53292.0,0.0,7381.0,32.0
361,2006 to 2007,Grassland,7191.0,0.0,7191.0,3065.0,4.0
362,2006 to 2007,Mining,25.0,25.0,0.0,18.0,23.0
363,2006 to 2007,Mosaic of Agriculture and Pasture,107956.0,0.0,107956.0,281613.0,440768.0
364,2006 to 2007,Natural Forest,4519.0,0.0,4519.0,107563.0,18637.0
365,2006 to 2007,Non Observed,4.0,4.0,0.0,91.0,28.0
366,2006 to 2007,Other Non Forest Natural Formation,1727.0,1727.0,0.0,1693.0,108.0
367,2006 to 2007,Other Non Vegetated Area,1973.0,0.0,1973.0,5382.0,1174.0
368,2006 to 2007,Pasture,540239.0,0.0,540239.0,182252.0,2407.0
369,2006 to 2007,"River, Lake and Ocean",5501.0,5501.0,0.0,902.0,412.0
370,2006 to 2007,Rocky outcrop,703.0,703.0,0.0,1054.0,264.0
371,2006 to 2007,Salt flat,76.0,0.0,76.0,46.0,2.0
372,2006 to 2007,Urban Infrastructure,13962.0,13962.0,0.0,80.0,24.0
373,2006 to 2007,Wetland,617.0,0.0,617.0,4185.0,789.0
374,2007 to 2008,Agriculture,613962.0,613962.0,0.0,122647.0,4407.0
375,2007 to 2008,Aquaculture,40.0,40.0,0.0,94.0,7.0
376,2007 to 2008,Beach and Dune,33.0,0.0,33.0,560.0,150.0
377,2007 to 2008,Forest Plantation,96681.0,96681.0,0.0,7043.0,18.0
378,2007 to 2008,Grassland,19875.0,0.0,19875.0,1922.0,255.0
379,2007 to 2008,Mining,2.0,2.0,0.0,16.0,38.0
380,2007 to 2008,Mosaic of Agriculture and Pasture,218629.0,0.0,218629.0,321534.0,367628.0
381,2007 to 2008,Natural Forest,34.0,0.0,34.0,122144.0,28833.0
382,2007 to 2008,Non Observed,3.0,3.0,0.0,97.0,31.0
383,2007 to 2008,Other Non Forest Natural Formation,516.0,0.0,516.0,2106.0,118.0
384,2007 to 2008,Other Non Vegetated Area,2442.0,0.0,2442.0,6898.0,419.0
385,2007 to 2008,Pasture,473797.0,0.0,473797.0,205059.0,1529.0
386,2007 to 2008,"River, Lake and Ocean",1182.0,1182.0,0.0,1185.0,167.0
387,2007 to 2008,Rocky outcrop,604.0,604.0,0.0,995.0,513.0
388,2007 to 2008,Salt flat,14.0,0.0,14.0,50.0,46.0
389,2007 to 2008,Urban Infrastructure,1155.0,1155.0,0.0,97.0,43.0
390,2007 to 2008,Wetland,1707.0,1707.0,0.0,3963.0,349.0
391,2008 to 2009,Agriculture,423325.0,423325.0,0.0,157826.0,14827.0
392,2008 to 2009,Aquaculture,79.0,0.0,79.0,119.0,11.0
393,2008 to 2009,Beach and Dune,322.0,322.0,0.0,403.0,0.0
394,2008 to 2009,Forest Plantation,75929.0,75929.0,0.0,8145.0,83.0
395,2008 to 2009,Grassland,16911.0,0.0,16911.0,2280.0,-0.0
396,2008 to 2009,Mining,49.0,49.0,0.0,32.0,80.0
397,2008 to 2009,Mosaic of Agriculture and Pasture,277026.0,0.0,277026.0,310754.0,215685.0
398,2008 to 2009,Natural Forest,22744.0,22744.0,0.0,108856.0,22033.0
399,2008 to 2009,Non Observed,12.0,0.0,12.0,103.0,3.0
400,2008 to 2009,Other Non Forest Natural Formation,346.0,346.0,0.0,2206.0,311.0
401,2008 to 2009,Other Non Vegetated Area,76.0,76.0,0.0,4205.0,2695.0
402,2008 to 2009,Pasture,244119.0,0.0,244119.0,214261.0,310.0
403,2008 to 2009,"River, Lake and Ocean",1997.0,1997.0,0.0,1306.0,84.0
404,2008 to 2009,Rocky outcrop,527.0,527.0,0.0,1476.0,250.0
405,2008 to 2009,Salt flat,231.0,231.0,0.0,34.0,0.0
406,2008 to 2009,Urban Infrastructure,17189.0,17189.0,0.0,91.0,20.0
407,2008 to 2009,Wetland,4588.0,0.0,4588.0,3745.0,271.0
408,2009 to 2010,Agriculture,197867.0,197867.0,0.0,132919.0,24543.0
409,2009 to 2010,Aquaculture,74.0,74.0,0.0,155.0,48.0
410,2009 to 2010,Beach and Dune,717.0,717.0,0.0,502.0,39.0
411,2009 to 2010,Forest Plantation,81913.0,81913.0,0.0,7555.0,72.0
412,2009 to 2010,Grassland,12794.0,0.0,12794.0,1538.0,0.0
413,2009 to 2010,Mining,22.0,0.0,22.0,39.0,112.0
414,2009 to 2010,Mosaic of Agriculture and Pasture,60093.0,0.0,60093.0,324807.0,211749.0
415,2009 to 2010,Natural Forest,17170.0,0.0,17170.0,115985.0,21182.0
416,2009 to 2010,Non Observed,8.0,8.0,0.0,104.0,10.0
417,2009 to 2010,Other Non Forest Natural Formation,819.0,819.0,0.0,2088.0,180.0
418,2009 to 2010,Other Non Vegetated Area,2499.0,0.0,2499.0,5232.0,1240.0
419,2009 to 2010,Pasture,209679.0,0.0,209679.0,229252.0,16388.0
420,2009 to 2010,"River, Lake and Ocean",4572.0,4572.0,0.0,1291.0,140.0
421,2009 to 2010,Rocky outcrop,355.0,0.0,355.0,1235.0,165.0
422,2009 to 2010,Salt flat,62.0,62.0,0.0,56.0,4.0
423,2009 to 2010,Urban Infrastructure,14450.0,14450.0,0.0,78.0,61.0
424,2009 to 2010,Wetland,2127.0,2127.0,0.0,4985.0,134.0
425,2010 to 2011,Agriculture,219080.0,219080.0,0.0,131210.0,10472.0
426,2010 to 2011,Aquaculture,197.0,197.0,0.0,110.0,26.0
427,2010 to 2011,Beach and Dune,83.0,83.0,0.0,520.0,53.0
428,2010 to 2011,Forest Plantation,53215.0,53215.0,0.0,5416.0,95.0
429,2010 to 2011,Grassland,9315.0,0.0,9315.0,1605.0,-0.0
430,2010 to 2011,Mining,106.0,106.0,0.0,22.0,34.0
431,2010 to 2011,Mosaic of Agriculture and Pasture,921.0,0.0,921.0,278130.0,254882.0
432,2010 to 2011,Natural Forest,6576.0,6576.0,0.0,106474.0,27785.0
433,2010 to 2011,Non Observed,5.0,0.0,5.0,78.0,21.0
434,2010 to 2011,Other Non Forest Natural Formation,267.0,0.0,267.0,2325.0,251.0
435,2010 to 2011,Other Non Vegetated Area,2477.0,0.0,2477.0,4716.0,442.0
436,2010 to 2011,Pasture,280987.0,0.0,280987.0,190294.0,1249.0
437,2010 to 2011,"River, Lake and Ocean",4518.0,4518.0,0.0,1264.0,254.0
438,2010 to 2011,Rocky outcrop,166.0,0.0,166.0,1126.0,75.0
439,2010 to 2011,Salt flat,14.0,0.0,14.0,53.0,16.0
440,2010 to 2011,Urban Infrastructure,9800.0,9800.0,0.0,107.0,-0.0
441,2010 to 2011,Wetland,578.0,578.0,0.0,4605.0,827.0
442,2011 to 2012,Agriculture,397772.0,397772.0,0.0,148810.0,13450.0
443,2011 to 2012,Aquaculture,29.0,29.0,0.0,90.0,24.0
444,2011 to 2012,Beach and Dune,494.0,0.0,494.0,580.0,76.0
445,2011 to 2012,Forest Plantation,44142.0,44142.0,0.0,7640.0,149.0
446,2011 to 2012,Grassland,9197.0,0.0,9197.0,2041.0,18.0
447,2011 to 2012,Mining,140.0,140.0,0.0,28.0,10.0
448,2011 to 2012,Mosaic of Agriculture and Pasture,25414.0,25414.0,0.0,331443.0,339626.0
449,2011 to 2012,Natural Forest,2715.0,0.0,2715.0,115739.0,23277.0
450,2011 to 2012,Non Observed,3.0,3.0,0.0,113.0,16.0
451,2011 to 2012,Other Non Forest Natural Formation,1321.0,0.0,1321.0,1398.0,518.0
452,2011 to 2012,Other Non Vegetated Area,554.0,554.0,0.0,4556.0,1442.0
453,2011 to 2012,Pasture,467835.0,0.0,467835.0,252921.0,9984.0
454,2011 to 2012,"River, Lake and Ocean",1809.0,1809.0,0.0,1482.0,219.0
455,2011 to 2012,Rocky outcrop,320.0,0.0,320.0,1171.0,14.0
456,2011 to 2012,Salt flat,46.0,0.0,46.0,41.0,1.0
457,2011 to 2012,Urban Infrastructure,10110.0,10110.0,0.0,112.0,6.0
458,2011 to 2012,Wetland,1956.0,1956.0,0.0,3514.0,512.0
459,2012 to 2013,Agriculture,359274.0,359274.0,0.0,159314.0,11053.0
460,2012 to 2013,Aquaculture,96.0,0.0,96.0,138.0,79.0
461,2012 to 2013,Beach and Dune,191.0,0.0,191.0,465.0,129.0
462,2012 to 2013,Forest Plantation,43765.0,43765.0,0.0,9402.0,185.0
463,2012 to 2013,Grassland,12365.0,0.0,12365.0,1521.0,0.0
464,2012 to 2013,Mining,20.0,20.0,0.0,20.0,39.0
465,2012 to 2013,Mosaic of Agriculture and Pasture,129943.0,129943.0,0.0,344706.0,283798.0
466,2012 to 2013,Natural Forest,38565.0,0.0,38565.0,119294.0,2454.0
467,2012 to 2013,Non Observed,3.0,3.0,0.0,93.0,27.0
468,2012 to 2013,Other Non Forest Natural Formation,258.0,258.0,0.0,1779.0,252.0
469,2012 to 2013,Other Non Vegetated Area,543.0,0.0,543.0,5094.0,1197.0
470,2012 to 2013,Pasture,504791.0,0.0,504791.0,220259.0,14925.0
471,2012 to 2013,"River, Lake and Ocean",5626.0,5626.0,0.0,1746.0,179.0
472,2012 to 2013,Rocky outcrop,142.0,142.0,0.0,1122.0,145.0
473,2012 to 2013,Salt flat,57.0,0.0,57.0,55.0,2.0
474,2012 to 2013,Urban Infrastructure,16212.0,16212.0,0.0,87.0,1.0
475,2012 to 2013,Wetland,1367.0,1367.0,0.0,3610.0,119.0
476,2013 to 2014,Agriculture,489088.0,489088.0,0.0,128262.0,6634.0
477,2013 to 2014,Aquaculture,52.0,52.0,0.0,137.0,139.0
478,2013 to 2014,Beach and Dune,84.0,0.0,84.0,593.0,104.0
479,2013 to 2014,Forest Plantation,25135.0,25135.0,0.0,12279.0,212.0
480,2013 to 2014,Grassland,4609.0,0.0,4609.0,1527.0,-0.0
481,2013 to 2014,Mining,117.0,117.0,0.0,39.0,13.0
482,2013 to 2014,Mosaic of Agriculture and Pasture,301213.0,0.0,301213.0,263865.0,160194.0
483,2013 to 2014,Natural Forest,13794.0,0.0,13794.0,98407.0,19272.0
484,2013 to 2014,Non Observed,9.0,9.0,0.0,110.0,38.0
485,2013 to 2014,Other Non Forest Natural Formation,820.0,820.0,0.0,1398.0,291.0
486,2013 to 2014,Other Non Vegetated Area,2353.0,2353.0,0.0,3628.0,1408.0
487,2013 to 2014,Pasture,211563.0,0.0,211563.0,164316.0,17119.0
488,2013 to 2014,"River, Lake and Ocean",44.0,44.0,0.0,1352.0,966.0
489,2013 to 2014,Rocky outcrop,115.0,115.0,0.0,1128.0,89.0
490,2013 to 2014,Salt flat,5.0,0.0,5.0,60.0,16.0
491,2013 to 2014,Urban Infrastructure,13317.0,13317.0,0.0,114.0,7.0
492,2013 to 2014,Wetland,216.0,216.0,0.0,4170.0,401.0
493,2014 to 2015,Agriculture,365080.0,365080.0,0.0,109510.0,1840.0
494,2014 to 2015,Aquaculture,24.0,0.0,24.0,58.0,10.0
495,2014 to 2015,Beach and Dune,223.0,0.0,223.0,366.0,29.0
496,2014 to 2015,Forest Plantation,11497.0,11497.0,0.0,7628.0,616.0
497,2014 to 2015,Grassland,5519.0,0.0,5519.0,1436.0,-0.0
498,2014 to 2015,Mining,41.0,41.0,0.0,41.0,11.0
499,2014 to 2015,Mosaic of Agriculture and Pasture,109754.0,0.0,109754.0,266068.0,134165.0
500,2014 to 2015,Natural Forest,9131.0,9131.0,0.0,88248.0,23417.0
501,2014 to 2015,Non Observed,7.0,7.0,0.0,84.0,36.0
502,2014 to 2015,Other Non Forest Natural Formation,1064.0,1064.0,0.0,1332.0,55.0
503,2014 to 2015,Other Non Vegetated Area,93.0,93.0,0.0,3977.0,1140.0
504,2014 to 2015,Pasture,278088.0,0.0,278088.0,149148.0,12599.0
505,2014 to 2015,"River, Lake and Ocean",3298.0,0.0,3298.0,1269.0,42.0
506,2014 to 2015,Rocky outcrop,492.0,492.0,0.0,954.0,77.0
507,2014 to 2015,Salt flat,49.0,0.0,49.0,47.0,15.0
508,2014 to 2015,Urban Infrastructure,11485.0,11485.0,0.0,116.0,8.0
509,2014 to 2015,Wetland,1935.0,0.0,1935.0,3972.0,522.0
510,2015 to 2016,Agriculture,151739.0,151739.0,0.0,319304.0,12456.0
511,2015 to 2016,Aquaculture,326.0,0.0,326.0,15.0,1.0
512,2015 to 2016,Beach and Dune,225.0,0.0,225.0,354.0,57.0
513,2015 to 2016,Forest Plantation,53411.0,53411.0,0.0,15879.0,1439.0
514,2015 to 2016,Grassland,4953.0,0.0,4953.0,2100.0,-0.0
515,2015 to 2016,Mining,1369.0,1369.0,0.0,36.0,-0.0
516,2015 to 2016,Mosaic of Agriculture and Pasture,72441.0,0.0,72441.0,420285.0,89895.0
517,2015 to 2016,Natural Forest,36589.0,0.0,36589.0,98605.0,8626.0
518,2015 to 2016,Non Observed,4.0,4.0,0.0,95.0,26.0
519,2015 to 2016,Other Non Forest Natural Formation,2450.0,2450.0,0.0,1731.0,158.0
520,2015 to 2016,Other Non Vegetated Area,1452.0,1452.0,0.0,4219.0,1082.0
521,2015 to 2016,Pasture,109029.0,0.0,109029.0,253656.0,5209.0
522,2015 to 2016,"River, Lake and Ocean",4911.0,4911.0,0.0,1550.0,130.0
523,2015 to 2016,Rocky outcrop,145.0,145.0,0.0,915.0,468.0
524,2015 to 2016,Salt flat,25.0,0.0,25.0,52.0,18.0
525,2015 to 2016,Urban Infrastructure,8016.0,8016.0,0.0,122.0,553.0
526,2015 to 2016,Wetland,91.0,91.0,0.0,7200.0,549.0
527,2016 to 2017,Agriculture,390209.0,390209.0,0.0,78687.0,391.0
528,2016 to 2017,Aquaculture,1528.0,0.0,1528.0,222.0,32.0
529,2016 to 2017,Beach and Dune,60.0,0.0,60.0,286.0,129.0
530,2016 to 2017,Forest Plantation,15393.0,15393.0,0.0,6715.0,5644.0
531,2016 to 2017,Grassland,5444.0,0.0,5444.0,1270.0,90.0
532,2016 to 2017,Mining,116.0,0.0,116.0,17.0,15.0
533,2016 to 2017,Mosaic of Agriculture and Pasture,95998.0,0.0,95998.0,257002.0,158943.0
534,2016 to 2017,Natural Forest,55350.0,0.0,55350.0,90617.0,3.0
535,2016 to 2017,Non Observed,15.0,0.0,15.0,108.0,2.0
536,2016 to 2017,Other Non Forest Natural Formation,1100.0,0.0,1100.0,2023.0,1001.0
537,2016 to 2017,Other Non Vegetated Area,3163.0,3163.0,0.0,4179.0,404.0
538,2016 to 2017,Pasture,253017.0,0.0,253017.0,160915.0,5351.0
539,2016 to 2017,"River, Lake and Ocean",46.0,0.0,46.0,1924.0,1939.0
540,2016 to 2017,Rocky outcrop,448.0,448.0,0.0,1121.0,60.0
541,2016 to 2017,Salt flat,98.0,98.0,0.0,18.0,0.0
542,2016 to 2017,Urban Infrastructure,1644.0,1644.0,0.0,101.0,50.0
543,2016 to 2017,Wetland,1719.0,1719.0,0.0,5225.0,642.0
544,2017 to 2018,Agriculture,156631.0,156631.0,0.0,49880.0,15040.0
545,2017 to 2018,Aquaculture,1837.0,1837.0,0.0,74.0,2.0
546,2017 to 2018,Beach and Dune,4.0,4.0,0.0,23.0,3.0
547,2017 to 2018,Forest Plantation,48.0,0.0,48.0,4197.0,4292.0
548,2017 to 2018,Grassland,3844.0,0.0,3844.0,1400.0,9.0
549,2017 to 2018,Mining,30.0,0.0,30.0,22.0,23.0
550,2017 to 2018,Mosaic of Agriculture and Pasture,35274.0,35274.0,0.0,271732.0,178806.0
551,2017 to 2018,Natural Forest,16976.0,0.0,16976.0,82738.0,147.0
552,2017 to 2018,Non Observed,1535.0,1535.0,0.0,53.0,4.0
553,2017 to 2018,Other Non Forest Natural Formation,220.0,220.0,0.0,2249.0,510.0
554,2017 to 2018,Other Non Vegetated Area,119.0,119.0,0.0,4155.0,2847.0
555,2017 to 2018,Pasture,193211.0,0.0,193211.0,189182.0,18044.0
556,2017 to 2018,"River, Lake and Ocean",505.0,0.0,505.0,1779.0,1125.0
557,2017 to 2018,Rocky outcrop,88.0,0.0,88.0,1167.0,481.0
558,2017 to 2018,Salt flat,1.0,1.0,0.0,4.0,1.0
559,2017 to 2018,Urban Infrastructure,19164.0,19164.0,0.0,35.0,-0.0
560,2017 to 2018,Wetland,82.0,0.0,82.0,4503.0,521.0
561,2018 to 2019,Agriculture,329666.0,329666.0,0.0,5714.0,831.0
562,2018 to 2019,Aquaculture,523.0,523.0,0.0,14.0,0.0
563,2018 to 2019,Beach and Dune,543.0,0.0,543.0,301.0,154.0
564,2018 to 2019,Forest Plantation,13090.0,13090.0,0.0,10196.0,11051.0
565,2018 to 2019,Grassland,5206.0,0.0,5206.0,587.0,1.0
566,2018 to 2019,Mining,105.0,0.0,105.0,3.0,0.0
567,2018 to 2019,Mosaic of Agriculture and Pasture,205986.0,0.0,205986.0,49726.0,85695.0
568,2018 to 2019,Natural Forest,80824.0,0.0,80824.0,34159.0,8456.0
569,2018 to 2019,Non Observed,1543.0,0.0,1543.0,60.0,32.0
570,2018 to 2019,Other Non Forest Natural Formation,4037.0,0.0,4037.0,840.0,248.0
571,2018 to 2019,Other Non Vegetated Area,833.0,0.0,833.0,1665.0,1387.0
572,2018 to 2019,Pasture,32993.0,0.0,32993.0,22720.0,2547.0
573,2018 to 2019,"River, Lake and Ocean",1525.0,0.0,1525.0,689.0,196.0
574,2018 to 2019,Rocky outcrop,1906.0,0.0,1906.0,657.0,1.0
575,2018 to 2019,Salt flat,50.0,50.0,0.0,63.0,26.0
576,2018 to 2019,Urban Infrastructure,5621.0,5621.0,0.0,80.0,83.0
577,2018 to 2019,Wetland,13448.0,0.0,13448.0,2418.0,2.0
