,Year,Category,Quantity,Miss,FalseAlarm,Exchange,Shift
339,2006 to 2007,Forest Plantation,192.0,192.0,0.0,21.0,9.0
340,2006 to 2007,Grassland,12315.0,12315.0,0.0,38894.0,4184.0
341,2006 to 2007,Mining,29.0,29.0,0.0,4.0,1.0
342,2006 to 2007,Mosaic of Agriculture and Pasture,36701.0,0.0,36701.0,299686.0,19833.0
343,2006 to 2007,Natural Forest,122701.0,0.0,122701.0,300295.0,1256.0
344,2006 to 2007,Non Observed,43.0,0.0,43.0,41.0,24.0
345,2006 to 2007,Other Non Forest Natural Formation,0.0,0.0,0.0,0.0,0.0
346,2006 to 2007,Other Non Vegetated Area,8060.0,0.0,8060.0,10360.0,256.0
347,2006 to 2007,Pasture,40480.0,40480.0,0.0,267431.0,79945.0
348,2006 to 2007,"River, Lake and Ocean",2611.0,2611.0,0.0,13444.0,1536.0
349,2006 to 2007,Rocky outcrop,1858.0,1858.0,0.0,7254.0,710.0
350,2006 to 2007,Salt flat,66.0,66.0,0.0,54.0,6.0
351,2006 to 2007,Urban Infrastructure,2183.0,2183.0,0.0,22.0,15.0
352,2007 to 2008,Agriculture,46716.0,46716.0,0.0,12234.0,26.0
353,2007 to 2008,Aquaculture,224.0,224.0,0.0,128.0,12.0
354,2007 to 2008,Beach and Dune,1525.0,0.0,1525.0,347.0,24.0
355,2007 to 2008,Forest Plantation,217.0,217.0,0.0,6.0,0.0
356,2007 to 2008,Grassland,9218.0,0.0,9218.0,46637.0,4644.0
357,2007 to 2008,Mining,4.0,4.0,0.0,4.0,3.0
358,2007 to 2008,Mosaic of Agriculture and Pasture,57439.0,0.0,57439.0,339869.0,7676.0
359,2007 to 2008,Natural Forest,118709.0,0.0,118709.0,343327.0,926.0
360,2007 to 2008,Non Observed,0.0,0.0,0.0,56.0,16.0
361,2007 to 2008,Other Non Forest Natural Formation,0.0,0.0,0.0,0.0,0.0
362,2007 to 2008,Other Non Vegetated Area,2668.0,2668.0,0.0,11892.0,2632.0
363,2007 to 2008,Pasture,135564.0,135564.0,0.0,231910.0,34163.0
364,2007 to 2008,"River, Lake and Ocean",908.0,0.0,908.0,31455.0,2893.0
365,2007 to 2008,Rocky outcrop,47.0,0.0,47.0,6736.0,4152.0
366,2007 to 2008,Salt flat,26.0,26.0,0.0,58.0,18.0
367,2007 to 2008,Urban Infrastructure,2427.0,2427.0,0.0,21.0,24.0
368,2008 to 2009,Agriculture,20858.0,20858.0,0.0,28249.0,115.0
369,2008 to 2009,Aquaculture,1538.0,1538.0,0.0,59.0,0.0
370,2008 to 2009,Beach and Dune,155.0,0.0,155.0,624.0,6.0
371,2008 to 2009,Forest Plantation,5.0,5.0,0.0,54.0,58.0
372,2008 to 2009,Grassland,16586.0,0.0,16586.0,37366.0,2033.0
373,2008 to 2009,Mining,1.0,0.0,1.0,3.0,2.0
374,2008 to 2009,Mosaic of Agriculture and Pasture,47960.0,47960.0,0.0,328836.0,14509.0
375,2008 to 2009,Natural Forest,18335.0,0.0,18335.0,336066.0,6380.0
376,2008 to 2009,Non Observed,4.0,0.0,4.0,54.0,18.0
377,2008 to 2009,Other Non Forest Natural Formation,0.0,0.0,0.0,0.0,0.0
378,2008 to 2009,Other Non Vegetated Area,15914.0,15914.0,0.0,11078.0,907.0
379,2008 to 2009,Pasture,60338.0,0.0,60338.0,299073.0,9448.0
380,2008 to 2009,"River, Lake and Ocean",14039.0,14039.0,0.0,11161.0,827.0
381,2008 to 2009,Rocky outcrop,6855.0,0.0,6855.0,7141.0,260.0
382,2008 to 2009,Salt flat,17.0,17.0,0.0,93.0,15.0
383,2008 to 2009,Urban Infrastructure,1944.0,1944.0,0.0,26.0,7.0
384,2009 to 2010,Agriculture,9066.0,0.0,9066.0,30729.0,1783.0
385,2009 to 2010,Aquaculture,25.0,0.0,25.0,299.0,101.0
386,2009 to 2010,Beach and Dune,551.0,551.0,0.0,482.0,15.0
387,2009 to 2010,Forest Plantation,51.0,51.0,0.0,70.0,7.0
388,2009 to 2010,Grassland,115627.0,115627.0,0.0,38534.0,3117.0
389,2009 to 2010,Mining,6.0,6.0,0.0,6.0,0.0
390,2009 to 2010,Mosaic of Agriculture and Pasture,222519.0,0.0,222519.0,285722.0,14761.0
391,2009 to 2010,Natural Forest,35496.0,35496.0,0.0,339807.0,22619.0
392,2009 to 2010,Non Observed,17.0,0.0,17.0,59.0,9.0
393,2009 to 2010,Other Non Forest Natural Formation,0.0,0.0,0.0,0.0,0.0
394,2009 to 2010,Other Non Vegetated Area,8258.0,0.0,8258.0,21767.0,2478.0
395,2009 to 2010,Pasture,99065.0,99065.0,0.0,265881.0,16102.0
396,2009 to 2010,"River, Lake and Ocean",10813.0,0.0,10813.0,11626.0,79.0
397,2009 to 2010,Rocky outcrop,2337.0,0.0,2337.0,5734.0,1506.0
398,2009 to 2010,Salt flat,64.0,64.0,0.0,81.0,43.0
399,2009 to 2010,Urban Infrastructure,2174.0,2174.0,0.0,21.0,31.0
400,2010 to 2011,Agriculture,6312.0,0.0,6312.0,38372.0,1670.0
401,2010 to 2011,Aquaculture,1162.0,1162.0,0.0,101.0,-0.0
402,2010 to 2011,Beach and Dune,1192.0,1192.0,0.0,356.0,3.0
403,2010 to 2011,Forest Plantation,171.0,171.0,0.0,22.0,0.0
404,2010 to 2011,Grassland,62813.0,62813.0,0.0,51365.0,679.0
405,2010 to 2011,Mining,2.0,2.0,0.0,3.0,1.0
406,2010 to 2011,Mosaic of Agriculture and Pasture,44224.0,0.0,44224.0,340789.0,40015.0
407,2010 to 2011,Natural Forest,9254.0,0.0,9254.0,418287.0,20922.0
408,2010 to 2011,Non Observed,14.0,0.0,14.0,59.0,18.0
409,2010 to 2011,Other Non Forest Natural Formation,0.0,0.0,0.0,0.0,0.0
410,2010 to 2011,Other Non Vegetated Area,23311.0,0.0,23311.0,15660.0,3192.0
411,2010 to 2011,Pasture,38603.0,38603.0,0.0,334981.0,11968.0
412,2010 to 2011,"River, Lake and Ocean",15123.0,0.0,15123.0,8980.0,1602.0
413,2010 to 2011,Rocky outcrop,7394.0,0.0,7394.0,2958.0,962.0
414,2010 to 2011,Salt flat,99.0,0.0,99.0,79.0,13.0
415,2010 to 2011,Urban Infrastructure,1786.0,1786.0,0.0,47.0,14.0
416,2011 to 2012,Agriculture,5281.0,0.0,5281.0,49874.0,3271.0
417,2011 to 2012,Aquaculture,263.0,263.0,0.0,356.0,8.0
418,2011 to 2012,Beach and Dune,2446.0,2446.0,0.0,401.0,1.0
419,2011 to 2012,Forest Plantation,10.0,10.0,0.0,41.0,6.0
420,2011 to 2012,Grassland,62024.0,62024.0,0.0,63436.0,1975.0
421,2011 to 2012,Mining,9.0,9.0,0.0,2.0,-0.0
422,2011 to 2012,Mosaic of Agriculture and Pasture,113399.0,0.0,113399.0,299976.0,101968.0
423,2011 to 2012,Natural Forest,256997.0,0.0,256997.0,311740.0,11488.0
424,2011 to 2012,Non Observed,41.0,0.0,41.0,51.0,16.0
425,2011 to 2012,Other Non Forest Natural Formation,0.0,0.0,0.0,0.0,0.0
426,2011 to 2012,Other Non Vegetated Area,16648.0,0.0,16648.0,10460.0,403.0
427,2011 to 2012,Pasture,354783.0,354783.0,0.0,258516.0,2911.0
428,2011 to 2012,"River, Lake and Ocean",34536.0,0.0,34536.0,8336.0,9.0
429,2011 to 2012,Rocky outcrop,5583.0,5583.0,0.0,3433.0,525.0
430,2011 to 2012,Salt flat,200.0,0.0,200.0,73.0,20.0
431,2011 to 2012,Urban Infrastructure,1984.0,1984.0,0.0,39.0,6.0
432,2012 to 2013,Agriculture,100657.0,100657.0,0.0,11499.0,124.0
433,2012 to 2013,Aquaculture,440.0,440.0,0.0,122.0,4.0
434,2012 to 2013,Beach and Dune,1250.0,1250.0,0.0,300.0,71.0
435,2012 to 2013,Forest Plantation,90.0,90.0,0.0,80.0,0.0
436,2012 to 2013,Grassland,37713.0,37713.0,0.0,73305.0,3121.0
437,2012 to 2013,Mining,6.0,6.0,0.0,1.0,0.0
438,2012 to 2013,Mosaic of Agriculture and Pasture,121871.0,0.0,121871.0,254745.0,24406.0
439,2012 to 2013,Natural Forest,150834.0,0.0,150834.0,250811.0,49800.0
440,2012 to 2013,Non Observed,54.0,0.0,54.0,58.0,4.0
441,2012 to 2013,Other Non Forest Natural Formation,0.0,0.0,0.0,0.0,0.0
442,2012 to 2013,Other Non Vegetated Area,7368.0,0.0,7368.0,7328.0,1768.0
443,2012 to 2013,Pasture,229936.0,229936.0,0.0,207981.0,70966.0
444,2012 to 2013,"River, Lake and Ocean",99139.0,0.0,99139.0,4367.0,17.0
445,2012 to 2013,Rocky outcrop,4713.0,4713.0,0.0,4390.0,266.0
446,2012 to 2013,Salt flat,0.0,0.0,0.0,101.0,35.0
447,2012 to 2013,Urban Infrastructure,4461.0,4461.0,0.0,20.0,0.0
448,2013 to 2014,Agriculture,118689.0,118689.0,0.0,17970.0,138.0
449,2013 to 2014,Aquaculture,65.0,65.0,0.0,231.0,77.0
450,2013 to 2014,Beach and Dune,12.0,0.0,12.0,366.0,217.0
451,2013 to 2014,Forest Plantation,208.0,208.0,0.0,106.0,-0.0
452,2013 to 2014,Grassland,83479.0,0.0,83479.0,47136.0,788.0
453,2013 to 2014,Mining,4.0,4.0,0.0,2.0,1.0
454,2013 to 2014,Mosaic of Agriculture and Pasture,26045.0,0.0,26045.0,199322.0,110816.0
455,2013 to 2014,Natural Forest,134190.0,0.0,134190.0,237498.0,22937.0
456,2013 to 2014,Non Observed,20.0,20.0,0.0,46.0,18.0
457,2013 to 2014,Other Non Forest Natural Formation,0.0,0.0,0.0,0.0,0.0
458,2013 to 2014,Other Non Vegetated Area,7811.0,0.0,7811.0,7324.0,1648.0
459,2013 to 2014,Pasture,146401.0,146401.0,0.0,188503.0,77800.0
460,2013 to 2014,"River, Lake and Ocean",14427.0,0.0,14427.0,14157.0,330.0
461,2013 to 2014,Rocky outcrop,2594.0,0.0,2594.0,5102.0,3035.0
462,2013 to 2014,Salt flat,85.0,0.0,85.0,66.0,6.0
463,2013 to 2014,Urban Infrastructure,3257.0,3257.0,0.0,32.0,0.0
464,2014 to 2015,Agriculture,128330.0,128330.0,0.0,12043.0,146.0
465,2014 to 2015,Aquaculture,129.0,129.0,0.0,218.0,54.0
466,2014 to 2015,Beach and Dune,363.0,0.0,363.0,254.0,0.0
467,2014 to 2015,Forest Plantation,55.0,55.0,0.0,12.0,0.0
468,2014 to 2015,Grassland,18039.0,0.0,18039.0,46590.0,2216.0
469,2014 to 2015,Mining,18.0,0.0,18.0,3.0,-0.0
470,2014 to 2015,Mosaic of Agriculture and Pasture,81623.0,81623.0,0.0,191447.0,27151.0
471,2014 to 2015,Natural Forest,35194.0,0.0,35194.0,222486.0,29977.0
472,2014 to 2015,Non Observed,42.0,42.0,0.0,27.0,8.0
473,2014 to 2015,Other Non Forest Natural Formation,0.0,0.0,0.0,0.0,0.0
474,2014 to 2015,Other Non Vegetated Area,3939.0,3939.0,0.0,6513.0,2227.0
475,2014 to 2015,Pasture,80399.0,0.0,80399.0,204017.0,59857.0
476,2014 to 2015,"River, Lake and Ocean",78642.0,0.0,78642.0,6458.0,329.0
477,2014 to 2015,Rocky outcrop,5703.0,0.0,5703.0,5689.0,971.0
478,2014 to 2015,Salt flat,128.0,0.0,128.0,40.0,3.0
479,2014 to 2015,Urban Infrastructure,4366.0,4366.0,0.0,14.0,0.0
480,2015 to 2016,Agriculture,16288.0,16288.0,0.0,4966.0,97.0
481,2015 to 2016,Aquaculture,292.0,0.0,292.0,64.0,-0.0
482,2015 to 2016,Beach and Dune,833.0,0.0,833.0,168.0,0.0
483,2015 to 2016,Forest Plantation,783.0,783.0,0.0,13.0,0.0
484,2015 to 2016,Grassland,4772.0,0.0,4772.0,38506.0,2548.0
485,2015 to 2016,Mining,4.0,0.0,4.0,4.0,10.0
486,2015 to 2016,Mosaic of Agriculture and Pasture,12085.0,0.0,12085.0,191719.0,6416.0
487,2015 to 2016,Natural Forest,24287.0,0.0,24287.0,190736.0,4590.0
488,2015 to 2016,Non Observed,17.0,17.0,0.0,29.0,9.0
489,2015 to 2016,Other Non Forest Natural Formation,0.0,0.0,0.0,0.0,0.0
490,2015 to 2016,Other Non Vegetated Area,8463.0,8463.0,0.0,5184.0,68.0
491,2015 to 2016,Pasture,15591.0,15591.0,0.0,175147.0,20352.0
492,2015 to 2016,"River, Lake and Ocean",3494.0,0.0,3494.0,14470.0,1591.0
493,2015 to 2016,Rocky outcrop,2537.0,2537.0,0.0,5067.0,1200.0
494,2015 to 2016,Salt flat,64.0,0.0,64.0,42.0,20.0
495,2015 to 2016,Urban Infrastructure,2153.0,2153.0,0.0,22.0,0.0
496,2016 to 2017,Agriculture,107566.0,107566.0,0.0,2871.0,165.0
497,2016 to 2017,Aquaculture,593.0,0.0,593.0,279.0,19.0
498,2016 to 2017,Beach and Dune,773.0,0.0,773.0,165.0,4.0
499,2016 to 2017,Forest Plantation,87.0,87.0,0.0,3.0,0.0
500,2016 to 2017,Grassland,29428.0,29428.0,0.0,37765.0,5694.0
501,2016 to 2017,Mining,355.0,0.0,355.0,2.0,-0.0
502,2016 to 2017,Mosaic of Agriculture and Pasture,58325.0,0.0,58325.0,204608.0,19341.0
503,2016 to 2017,Natural Forest,8061.0,8061.0,0.0,244538.0,26879.0
504,2016 to 2017,Non Observed,109.0,109.0,0.0,35.0,18.0
505,2016 to 2017,Other Non Forest Natural Formation,0.0,0.0,0.0,0.0,0.0
506,2016 to 2017,Other Non Vegetated Area,8008.0,0.0,8008.0,7175.0,54.0
507,2016 to 2017,Pasture,69566.0,0.0,69566.0,229152.0,15250.0
508,2016 to 2017,"River, Lake and Ocean",16702.0,0.0,16702.0,20235.0,1704.0
509,2016 to 2017,Rocky outcrop,3741.0,3741.0,0.0,6524.0,1657.0
510,2016 to 2017,Salt flat,32.0,32.0,0.0,37.0,7.0
511,2016 to 2017,Urban Infrastructure,5298.0,5298.0,0.0,25.0,3.0
512,2017 to 2018,Agriculture,14199.0,14199.0,0.0,2117.0,466.0
513,2017 to 2018,Aquaculture,1277.0,1277.0,0.0,391.0,-0.0
514,2017 to 2018,Beach and Dune,11.0,11.0,0.0,16.0,5.0
515,2017 to 2018,Forest Plantation,3.0,0.0,3.0,2.0,0.0
516,2017 to 2018,Grassland,29367.0,29367.0,0.0,53444.0,13301.0
517,2017 to 2018,Mining,109.0,0.0,109.0,2.0,0.0
518,2017 to 2018,Mosaic of Agriculture and Pasture,209417.0,0.0,209417.0,237605.0,31.0
519,2017 to 2018,Natural Forest,191751.0,191751.0,0.0,226396.0,15054.0
520,2017 to 2018,Non Observed,103.0,0.0,103.0,24.0,3.0
521,2017 to 2018,Other Non Forest Natural Formation,0.0,0.0,0.0,0.0,0.0
522,2017 to 2018,Other Non Vegetated Area,24431.0,24431.0,0.0,8399.0,2413.0
523,2017 to 2018,Pasture,132321.0,0.0,132321.0,214579.0,51500.0
524,2017 to 2018,"River, Lake and Ocean",69227.0,69227.0,0.0,11375.0,318.0
525,2017 to 2018,Rocky outcrop,5661.0,5661.0,0.0,8070.0,960.0
526,2017 to 2018,Salt flat,22.0,0.0,22.0,18.0,1.0
527,2017 to 2018,Urban Infrastructure,6049.0,6049.0,0.0,7.0,0.0
528,2018 to 2019,Agriculture,34403.0,34403.0,0.0,1206.0,72.0
529,2018 to 2019,Aquaculture,470.0,470.0,0.0,126.0,15.0
530,2018 to 2019,Beach and Dune,1899.0,0.0,1899.0,102.0,2.0
531,2018 to 2019,Forest Plantation,75.0,75.0,0.0,6.0,13.0
532,2018 to 2019,Grassland,39038.0,0.0,39038.0,61697.0,6355.0
533,2018 to 2019,Mining,24.0,0.0,24.0,1.0,0.0
534,2018 to 2019,Mosaic of Agriculture and Pasture,316010.0,316010.0,0.0,41147.0,6460.0
535,2018 to 2019,Natural Forest,407304.0,0.0,407304.0,119742.0,229.0
536,2018 to 2019,Non Observed,69.0,69.0,0.0,35.0,7.0
537,2018 to 2019,Other Non Forest Natural Formation,0.0,0.0,0.0,0.0,0.0
538,2018 to 2019,Other Non Vegetated Area,2719.0,2719.0,0.0,9115.0,5716.0
539,2018 to 2019,Pasture,78624.0,78624.0,0.0,48001.0,41247.0
540,2018 to 2019,"River, Lake and Ocean",8289.0,8289.0,0.0,13350.0,867.0
541,2018 to 2019,Rocky outcrop,6468.0,6468.0,0.0,10985.0,937.0
542,2018 to 2019,Salt flat,195.0,0.0,195.0,22.0,0.0
543,2018 to 2019,Urban Infrastructure,1332.0,1332.0,0.0,23.0,0.0
