,Forest,NaturalNonForestFormation,Agriculture,NonVegetatedArea,BodiesofWater,NotObserved
Forest,533588570.0,303654.0,2667056.0,29741.0,125899.0,148.0
NaturalNonForestFormation,280685.0,52365602.0,645283.0,34807.0,124044.0,100.0
Agriculture,1686401.0,280735.0,237715981.0,47339.0,44347.0,103.0
NonVegetatedArea,6797.0,14371.0,69555.0,4025557.0,2303.0,180.0
BodiesofWater,104789.0,43001.0,33422.0,2011.0,16943514.0,149.0
NotObserved,149.0,128.0,169.0,162.0,235.0,18384.0
