,Forest,NaturalNonForestFormation,Agriculture,NonVegetatedArea,BodiesofWater,NotObserved
Forest,555275793.0,347092.0,3793229.0,37521.0,114195.0,208.0
NaturalNonForestFormation,259606.0,54406741.0,539913.0,32730.0,132658.0,121.0
Agriculture,1483086.0,404548.0,214315607.0,109261.0,67637.0,111.0
NonVegetatedArea,3169.0,12507.0,60151.0,3465561.0,3381.0,129.0
BodiesofWater,113340.0,56805.0,20243.0,2401.0,16126670.0,147.0
NotObserved,132.0,101.0,142.0,193.0,285.0,19957.0
