,Forest,NaturalNonForestFormation,Agriculture,NonVegetatedArea,BodiesofWater,NotObserved
Forest,531088573.0,255611.0,2279699.0,25101.0,142052.0,162.0
NaturalNonForestFormation,221176.0,51262593.0,534097.0,26663.0,57481.0,104.0
Agriculture,1181582.0,282547.0,242082386.0,60302.0,34710.0,92.0
NonVegetatedArea,5068.0,12663.0,131450.0,4356508.0,2112.0,208.0
BodiesofWater,74225.0,51293.0,47896.0,4596.0,16965868.0,206.0
NotObserved,126.0,105.0,292.0,157.0,192.0,17474.0
