,Forest,NaturalNonForestFormation,Agriculture,NonVegetatedArea,BodiesofWater,NotObserved
Forest,561631582.0,425434.0,3868502.0,26616.0,161440.0,133.0
NaturalNonForestFormation,364763.0,54387466.0,550534.0,16571.0,136085.0,78.0
Agriculture,1561103.0,443295.0,208045640.0,60954.0,50050.0,85.0
NonVegetatedArea,4574.0,10383.0,64646.0,3335565.0,2017.0,143.0
BodiesofWater,315595.0,75306.0,61261.0,2474.0,15581988.0,132.0
NotObserved,161.0,83.0,114.0,118.0,138.0,20339.0
