,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,10303787.279800486,0.23772572,0.619794446,1911.81572777,230.222460292,0.242422845,63432.68495941,2289.891696141,0.26465457800000003,3.650099383,104.75988881999999,51834.173259934,115.61939271099997,0.0,0.24283328199999998,134.45410825500002,2.8408182739999996
Aquaculture,0.0,3105.9078628569996,0.261260675,0.0,,,4.5699671340000005,0.0,0.0,0.17528158,6.1172727479999995,0.17526870100000003,200.19895007800002,,0.176800458,0.0,
Beach and Dune,4.890614722,0.0,84466.47892339999,0.0,,,142.550937918,0.343697143,28.149244731999996,26.342504683999998,100.44040249999999,155.923511725,6.507988140999999,0.0,0.08792490800000001,33.261723383,0.0
Forest Plantation,956.9373805089999,0.0,4.472961542,1434701.976459995,2.203911615,0.084166339,719.221215681,1806.3540982789998,0.0,0.25273921499999996,8.140546765,115.95595563799998,3.820318958,0.0,0.0,0.156430463,62.67722175
Grassland,175.40161294,,,110.18563739999999,1506985.4497281741,0.0,2520.67932007,933.2181044590001,0.0,,81.94610854999999,7020.261317649999,2.12896007,,,0.315629528,0.0
Mining,0.24090339900000002,0.0,,0.0,0.0,22806.034363900002,6.391389381,2.338477825,,,1.4288619809999998,1.8427484250000001,0.330502796,2.439060974,,2.177926038,
Mosaic of Agriculture and Pasture,198989.47185596096,8.619548767,376.52482343300005,8833.500853820002,359.88564577600005,5.272936431,16911197.554970004,118138.13488639402,23.104455909000002,792.835810682,3837.068247248,222167.26062959997,468.590517044,478.41833030000004,37.174336761999996,1923.7937218990003,1741.3314550760003
Natural Forest,739.1606092440002,0.5299605159999999,1.9706859620000001,29760.039029188993,1121.4914471450002,18.246233370000002,151330.57309077698,33536615.270262867,10.037357398000001,1016.3050294559998,2351.0337991809997,45909.744333534996,706.3202983689999,1167.8907609179998,2.5238949159999997,69.47200473200002,2240.22783674
Non Observed,0.080470526,0.0,22.845273614000003,0.0,0.0,,25.090269494999998,7.39047138,329.103262915,0.767928229,28.588585943,3.073808855,7.374698872000001,0.0,0.876470307,4.317125245,0.0
Other Non Forest Natural Formation,1.9025716260000003,0.348281354,95.31054595600001,7.088874512,,,1031.004455827,495.272773492,0.781206982,98076.265967768,653.286068244,789.2518952800001,45.796856594999994,2.716717896,3.4808813169999997,1.1421255129999999,0.166001642
Other Non Vegetated Area,67.883952495,2.7853999760000003,340.456316643,227.119550206,7.439849413999999,1.082556701,4247.355443929,625.399468759,32.096801899000006,457.796222191,124656.990835,3417.0697213629996,231.214780815,39.066150187000005,5.075301257,335.491382591,15.894095783
Pasture,25326.429158394996,0.25242508,153.09177220200002,14636.05147433,3998.1416776930005,4.101129803,310980.1929083,23445.666818697995,3.1887429679999997,883.131184412,1663.2218518240002,41773330.003896,89.70539019300001,339.81922763499995,0.34857404799999997,731.061016353,360.75264442499997
"River, Lake and Ocean",136.252630063,57.248196179999994,68.40429290899999,3.7905678160000003,0.15803725,0.33126032699999997,314.432701688,381.72303535599997,10.384667065999999,19.879255729999997,395.572246795,117.81969247199999,1791586.3468630002,0.595805786,22.006298597000004,3.2536774289999997,19.850663515
Rocky outcrop,0.0,,0.0,19.95035772,,1.008458197,668.222502319,322.622135481,0.0,5.549904041,161.690303857,271.721424071,6.130754474,147187.37153000003,,0.0,
Salt flat,0.08825604199999999,0.35295156899999997,0.441023132,0.0,,,34.436693628,19.838889044,2.116966157,16.101907695999998,2.6402898130000003,1.128757177,45.379246855000005,,9740.631019459997,3.177418189,0.17492933300000002
Urban Infrastructure,0.731871838,0.0,67.583750162,0.0,0.0,0.5037449519999999,13.896775757,2.2579087770000004,5.769845570999999,0.0,5.5606536989999995,5.510695043999999,1.6585365840000001,0.083921521,2.018372632,1155375.1861662,0.0
Wetland,56.862555326999995,,0.0,171.217320822,0.0,,3865.1278454099997,4204.441809284999,0.0,0.249416949,31.118775254,789.8543912880001,439.058853991,,0.0,0.082984814,413404.5329329
