,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,16420352.39327236,0.41258804299999996,1.9554859549999999,10311.735416276,79.98538796,0.32169023999999996,76334.18352638502,2696.199218295,0.08035555400000001,6.875446496,222.981957564,50032.166693265994,287.97140376699997,0.0,0.0,1348.083793276,358.743214717
Aquaculture,0.088740637,8291.54671948,0.0,0.0,,,26.260432965000003,3.3775126699999998,0.0,15.194021059999999,0.990189282,7.929325293,64.423252373,,10.135480255,7.34243468,
Beach and Dune,1.066833496,3.773476147,67588.2395236,0.0,,,182.273380371,0.087417224,30.42135824,66.406215461,125.580293946,80.853819637,6.148127661000001,0.0,0.51435932,76.08280277300001,0.087408954
Forest Plantation,1617.45635809,0.0,0.0,3294657.5352228372,12.155546532999999,0.566765576,788.2728826230001,2770.140861989,0.0,4.860964435,1.601395555,212.010264668,9.059503175,0.0,0.0,94.20315681299999,0.332423565
Grassland,523.393076333,,,748.763157182,1137924.453600684,0.0,4091.9401097499995,3921.0804055649996,0.0,,210.08133916,1399.6221881400002,16.005151262,,,9.200579284,0.0
Mining,0.0,0.0,,0.168333801,0.0,21945.160134,7.018743664,0.759825732,,,20.004494912000002,2.4718410150000003,1.836787622,1.933121576,,21.951145025,
Mosaic of Agriculture and Pasture,283254.605845678,90.093933737,207.18494859199998,12410.255175301,415.27359593899996,24.073370008999998,17437760.135509998,104845.85155917698,21.731807604999997,1135.9720304100001,2471.0719425009997,117015.1771063,2929.517937792,307.73896723699994,20.281206499,5499.416234642001,3284.8911019300003
Natural Forest,3851.7902405710006,6.019865839,0.7014534729999999,27060.329634546,451.8520628089999,94.173440601,76915.77821453998,33040189.624378547,7.487419951,516.149271783,419.7333213429999,20133.947094480005,1974.4193049980001,538.3440690179999,1.7924725839999998,170.21620969299997,2115.837539436
Non Observed,0.590780579,0.0,18.649338403999998,0.079480542,0.0,,16.287878114,10.201447028,366.11017307500003,0.083990295,34.411334648,2.858317767,7.517292576,0.0,1.398029937,12.007530629000001,0.0
Other Non Forest Natural Formation,40.357496356,3.88324137,42.809886722,10.32097207,,,1333.494977047,388.2635797449999,0.083990009,113920.73224214099,239.46865349400002,710.862088005,53.77526371799999,7.164235429999999,11.373012007,0.6828771680000001,0.415150061
Other Non Vegetated Area,189.814333217,16.308716986,130.575304612,51.33662016400001,18.27472758,2.5726162780000004,4395.054608672,240.024299358,19.296476147,327.25394366,118453.14548840001,1232.842884893,185.93083868099998,128.909499122,1.787520227,693.2407729910001,1.786179852
Pasture,71030.08746981202,5.7343878969999995,129.089552326,7968.288177302999,625.8955088229999,10.18141416,366037.89339,22584.390815259005,1.889494915,475.13887116200004,1143.072434642,33377812.3266,184.361652481,217.240154648,0.434848108,1939.411211682,177.00668387300001
"River, Lake and Ocean",106.93226814100001,201.225159776,62.73552615700001,41.376343595,1.416174694,6.3678078,384.2263895819999,260.041308599,10.433485144,19.9399841,146.87524850100002,167.202696231,2057629.3142779998,0.0,17.007110846000003,22.302106612000003,70.230636315
Rocky outcrop,0.166437311,,0.0,123.040422571,,19.15306556,368.47375669699994,486.27193614,0.0,2.373646832,110.30299586,249.54804843300002,0.933016107,181424.61848,,7.396971906,
Salt flat,0.088400989,0.972040149,0.35434147399999993,0.0,,,21.002828203,2.54298097,1.8771031500000004,5.276951307,2.222444305,0.428529913,42.996736603,,10827.82962212,4.966817224,0.087394995
Urban Infrastructure,1.420711462,4.452150549,62.37249524799999,0.0,0.0,4.998244758,14.072555084,1.6577114380000002,5.571066212,0.166885199,3.7687874260000003,3.5039187380000003,1.0010258600000002,0.0,4.084500396,1687085.5998845,0.0
Wetland,143.577231469,,0.082994415,0.08307326,0.0,,2095.767152087,2623.699482508,0.0,0.08308248900000001,6.170655323,291.263059775,270.476269248,,0.262243396,0.16742457300000002,361069.0784141
