,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,10629179.028503686,0.0,0.0,1571.800056738,303.04088726,0.24203617600000002,73272.159788403,2254.4673554039996,0.0,5.551967102000001,119.59928462200001,52929.056575393,58.765146150000014,0.0,0.0,1330.483144502,42.629062546
Aquaculture,0.0,3616.0635955599996,0.0,4.379560748,,,6.218072949000001,0.0,0.0,0.087081604,1.650731799,0.438178192,191.296008482,,0.177913464,0.412850293,
Beach and Dune,0.0,0.0,87671.3154019,0.08448013300000001,,,74.99117172100001,0.256456403,27.811831219000005,21.103113847999996,172.338577422,211.664844511,3.7040912900000005,0.0,0.612480768,40.46013311400001,0.0
Forest Plantation,2436.5551498829996,0.0,0.591332916,1584891.717366808,5.959406340999999,0.334740606,2258.900637144,6558.897159965,0.0,13.59381722,2.119476166,589.310338261,0.930850519,4.212358179,0.0,9.186086817,452.1770538200001
Grassland,471.785515983,,,60.620272037,1484494.023816867,0.0,2108.686923,1055.7439875399998,0.0,,16.587609241,6793.375535882,12.348732629,,,12.76849573,0.0
Mining,0.0,0.0,,0.504991028,0.0,22930.6720802,5.2845566900000005,2.688951137,,,10.324134229999999,4.929282287,0.167993982,10.50051388,,5.289664709,
Mosaic of Agriculture and Pasture,300919.981413706,15.747986186,50.902823298,3780.5510486389994,518.156044632,2.912618512,17028892.275739998,89717.19792335699,23.647917656000004,987.3142863540002,3335.151499686,175393.3416267,786.481641491,516.4935014499999,29.534046997000004,6045.5818275070005,3747.019059775
Natural Forest,903.7498749770001,0.583287518,0.50409859,11353.047655651002,558.1990409359998,6.292114226,152661.289410694,33485684.290237576,12.315228527000002,2436.985202292,1302.6911945470001,53231.346474939004,819.9734180530002,613.644967509,5.274816022,259.960079368,5162.073541931
Non Observed,0.0,0.0,16.573376538,0.0,0.0,,23.187199565,6.357810408000001,356.252773332,0.6009057680000001,29.849484250000003,3.3658999510000003,7.689778228,0.0,2.166619209,7.207430180999999,0.0
Other Non Forest Natural Formation,26.767323862,0.087046338,38.085896355,6.9323949460000005,,,1277.2910105639999,450.26719149300004,0.948174767,98431.809226344,783.6069065549999,1904.919226122,94.06790138299999,6.918971344,7.691431677000001,9.466045099,0.332118091
Other Non Vegetated Area,62.74057712,0.082566132,43.401754533,17.869201542,1.571697101,0.33128523,3665.333320024,121.676602583,29.065868488,192.622098608,120740.44762699999,4254.9166123509995,262.65689402600003,84.083901924,2.7027397269999995,895.6559215420001,18.205539918
Pasture,37306.869665251004,0.164781506,120.27542731799998,4908.570262224,2288.812607975,2.454729071,296343.46218810003,20828.763613338,3.6074416740000004,613.9082589650002,1554.7172245579995,41192115.20993199,170.465586649,227.695058416,0.25276084,2316.9723659539995,464.404931994
"River, Lake and Ocean",48.909507844,27.960528535999998,15.399291673999999,2.037049579,0.0,0.492698364,416.002804791,304.36932668399993,8.739186749,39.435497234,251.33820004499995,186.952144515,1796995.857818,9.807886956,28.199192449999998,18.633831260999997,33.862693017
Rocky outcrop,0.0,,0.08447278400000001,35.44414073,,0.7560636540000001,411.81455241900005,552.406667277,0.0,1.6981019529999999,73.242625844,453.854864187,1.936871796,147835.35913,,11.75940634,
Salt flat,0.0,0.0,0.17579397000000002,0.0,,,13.944786431999999,1.8947101739999999,1.0377877999999998,6.514246954,2.4128571720000003,2.0033250299999996,10.747249408000002,,9366.30378369,0.9392491270000001,0.174842432
Urban Infrastructure,0.574504346,0.0,23.760511371,0.0,0.0,0.583860601,14.141316015000001,0.754988952,5.9308226,0.26308064499999995,4.086629143,3.4760538029999997,1.3429639709999999,0.0,3.394942951,1210051.1282121,0.0
Wetland,39.78758099999999,,0.0,97.177078173,0.0,,2690.438574942,4861.53685786,0.0,0.24948695699999998,9.310054083,1085.371864597,994.588288725,,0.0,0.249151111,387666.58221970004
