,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,9875083.78568534,0.26620083,0.621059961,259.418558158,0.15691328100000002,0.0,10731.078701268001,329.90700073200003,0.265432226,0.17734469,18.581303308,4028.8313981679994,1.53539782,0.0,0.0,2076.8881227700003,0.0
Aquaculture,0.0,3265.1342696099996,0.0,0.0,,,1.92557323,0.0,0.0,0.957991681,0.9306133480000001,0.263531787,459.938777359,,1.398092023,3.074974652,
Beach and Dune,0.0,0.0,83097.6725933,0.08465388800000001,,,54.395466129000006,0.0,17.934601121999997,41.757543629000004,96.681649764,69.464936273,2.036057868,0.0,0.526731481,18.234004878,0.0
Forest Plantation,168.29330303199998,0.0,0.08448476,1163759.629304504,1.185498736,0.673558289,590.017990048,1653.9517215829997,0.0,0.42607144799999996,4.438177546,67.73521575800001,3.2265844730000004,0.08466684599999999,0.0,1.922590729,0.0
Grassland,0.079182587,,,177.30322448200002,1547358.207134506,0.0,2019.785546614,1111.597741006,0.0,,40.2937631,4677.93297474,9.072139019,,,9.503693048,0.0
Mining,0.0,0.0,,0.084341199,0.0,22005.869058919994,4.221364582,1.761689355,,,1.337660895,1.3370139220000001,0.658371759,1.344602197,,1.929768121,
Mosaic of Agriculture and Pasture,10675.934738138998,74.02082630099999,118.37633941299998,3620.431897672,537.0871088040001,11.405991264,17877738.2148,117604.99066568697,26.284407874,1263.713710524,8623.662575650002,402076.22925200005,1052.235389947,473.041490554,38.908367861,13580.262561277003,4955.807576504999
Natural Forest,675.7662377720001,9.383229529,2.019221729,13603.067881378,777.742408604,10.905854095999999,304101.67222705105,34841230.68812847,8.767997631,1533.451094292,3249.962526585,82759.866670551,1282.2439255709999,433.950159616,2.917833723,619.3881250969999,8521.526070079
Non Observed,0.0,0.0,23.425593341000003,0.0,0.0,,14.769551885999999,6.758027741,316.0646155939999,0.34090189200000004,22.303073229,2.420476294,4.535141082999999,0.083993286,1.912251776,12.328611042,0.0
Other Non Forest Natural Formation,0.088004419,51.19783564,74.424257991,0.589057239,,,2266.823170784,458.739682481,0.9340033270000001,123796.42249928,338.272506241,771.0733849829999,55.027795950999995,1.8685933160000001,7.122554187,60.758488721,0.498227655
Other Non Vegetated Area,105.030538881,82.972003195,154.160888565,17.816346709,11.679538683999999,2.3182902519999997,6454.858925879999,293.36681098699995,34.75685017399999,199.180060341,167460.9311542,5044.266457830001,201.05735181900002,270.185021476,10.904434137,6649.381582568,3.002150232
Pasture,1845.962460195,0.087638165,194.405938639,2721.51816543,3870.9372355289997,41.75865259,238532.1404651,20098.291374837,2.2310462589999998,1144.3389396660004,2293.22360255,40501656.350167,165.682014133,202.72656433000003,0.5253141960000001,4012.14524173,616.6071771359999
"River, Lake and Ocean",0.337794891,241.239492293,30.830876499,4.638514801,0.157840161,0.16304899299999998,348.174844929,162.82299242800002,8.245557360000001,40.334222526,184.738337769,60.517870377,1695290.277448,0.169976312,7.628904784,53.460769463,23.215835224
Rocky outcrop,0.665978241,,0.0,3.982491522,,29.20602451,346.1883380279999,396.289748697,0.0,1.192449939,50.551349728,432.85364162,0.596807489,143639.05320300002,,0.755508625,
Salt flat,0.0,0.615668377,0.26256005899999996,0.0,,,13.429298511999999,4.565323522,1.3708671559999999,3.799766101,2.06521571,0.086188495,15.08037055,,9381.08064825,1.872276238,0.08746475199999999
Urban Infrastructure,0.0,0.0,15.489015129999999,0.0,0.0,0.586609241,3.639396287,0.324249799,1.8181966969999999,0.08399813199999999,3.5265032590000005,2.884603009,1.167935522,0.0,13.833679592000001,898033.51008548,0.0
Wetland,0.0,,0.0,0.0,0.0,,2080.272592576,1245.1178628249997,0.0,0.166012335,15.858406195,534.666923139,298.448047648,,0.263719318,0.082732813,385637.07156819996
