,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,10853770.440262973,5.930316272,0.44151389199999996,14273.908049967999,2607.8661631480004,24.850240080000003,333672.16306661797,13434.336102575004,0.49878434999999993,191.55845465400003,1137.12748371,204662.48027750605,1142.8965289970001,0.081977228,0.531263166,5519.988722173,395.67342803
Aquaculture,0.0,4334.8153389,0.0,0.084221881,,,83.090646539,5.711968628000001,0.0,1.481843848,8.255518139000001,0.0,690.218294491,,0.617211993,3.7972820190000003,
Beach and Dune,16.1858052,0.0,64049.8815115,0.169137891,,,1399.1256564179998,0.244156494,65.90694196,623.0096748850001,1945.889140949,626.423822374,300.28007274500004,0.0,1.674696863,324.290376664,0.0
Forest Plantation,10581.488925484999,3.200451245,0.6754021,1788686.674112,22.240655092,23.250053536,4728.434795567,33489.21247948599,0.0,11.590375079000001,37.364818775,4044.69401719,6.732104790999999,0.9251089240000001,0.0,174.600842401,0.0
Grassland,55309.713803923,,,17342.402985532,1304131.103235819,0.0,13591.905828894001,9125.871268093999,0.0,,211.18146151199997,4870.10769582,209.739223132,,,51.110000225,0.0
Mining,0.083122241,0.0,,1.7464457210000002,0.23645130600000003,22465.580808399995,93.459625347,7.826496069999999,,,126.499867227,76.036691051,22.620587592000003,40.35228594,,74.97107222000001,
Mosaic of Agriculture and Pasture,1118068.2958065928,874.921013836,500.56395422,50234.487207004,1268.5090948020002,96.540640079,14972002.417510001,288052.5170968459,37.956511425,2603.0706302319995,8394.554051699999,1193112.4573300004,17599.291252164,1820.7798127699998,129.170955321,34890.504651072995,10626.031284943001
Natural Forest,50656.091225569995,72.133914686,11.978598682000001,89460.68317105301,2318.9645446690006,433.931245824,403120.072684618,32058790.251045696,19.254139227000003,1040.623986623,2365.30375182,348926.8120154131,23948.844653893,1223.7421692629998,38.64368962799999,2819.0168589290006,5486.437966081
Non Observed,0.088207404,0.0,53.217003231999996,0.23845366199999998,0.0,,47.325253049,15.819498742999999,229.102938023,0.8427758059999999,60.777522212,5.8603425300000005,22.978956208,0.0,4.352846404,28.642302679,0.0
Other Non Forest Natural Formation,290.240994279,78.70670514000001,549.7296750259999,3.7778663750000003,,,2043.3436159650003,950.4592260710002,0.344959503,99189.641993282,1124.757596349,1922.949499711,525.5654968780001,5.0415790650000005,107.83288476300001,55.412900586999996,0.997081982
Other Non Vegetated Area,592.975303501,76.74295960699999,296.934936446,118.10776103200001,20.738632779,0.6717839109999999,4576.733189230001,387.36982798800005,62.472222717,730.944371211,110024.46022390001,3887.482739938,1023.1339350479998,486.674148134,19.881409485000002,3740.421437951,91.186103991
Pasture,1181855.217013185,269.186191093,716.753787296,180366.253058827,5209.801840818,275.485853749,2760395.0082380003,289639.73836379405,6.173100512,9833.546244414,7337.532046511,36580548.66435,12396.144609990997,825.905143601,2.1702865790000003,16128.694286668,15922.732796714998
"River, Lake and Ocean",384.305189177,669.395399077,165.366929982,16.726568182,16.687981929000003,35.96620281,788.832761792,844.173246717,38.781429393,154.285974118,599.5657668749999,116.11492540500001,1930618.6220540004,8.568878162,168.200480863,256.455394614,248.69621826
Rocky outcrop,0.504897675,,0.0,69.010718849,,104.41328829999999,910.994849205,758.0263719639998,0.50395744,4.884560096,227.771898234,590.690895606,13.098645347000001,162599.836232,,40.775225819,
Salt flat,0.26385095199999997,39.129900833,5.691591295,0.0,,,163.042090594,26.873263435,2.9081464589999997,15.604607802000002,37.09668224600001,2.434296704,128.604691906,,8811.164114700001,19.566708546,3.501437189
Urban Infrastructure,1.8929782410000002,21.86382907,141.72883926999998,0.0,0.0,10.960849400999999,12.305192138,4.597833282999999,10.994974226,0.42331334299999995,4.045551165,7.783060998999999,2.3325079879999997,0.083918219,5.590879799,1401493.1621292003,0.0
Wetland,237.42326243399998,,0.083014984,0.17038606,0.0,,9782.701683660998,8257.855840634,0.0,0.0,16.134601782,7038.11609163,20617.587130466996,,16.362629873,2.4317693609999997,337478.6662111
