,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,10106302.604706993,6.48711767,0.17769411000000002,2303.083292197,259.40021341600004,0.24202666,79378.681919612,3265.5615396549997,0.088240918,2.8442005919999995,145.45342533999997,61543.959014511,80.969274505,0.0,0.249923596,1695.102764045,9.798080871
Aquaculture,0.0,3273.9866991800004,0.087088739,0.0,,,12.095038599,0.34168610200000005,0.0,0.087040656,0.9077122440000001,0.175267468,1025.5006705849999,,0.264817487,0.0,
Beach and Dune,0.5336699579999999,0.0,81961.11818430001,0.0,,,102.27309401699999,0.261337036,17.205205328999998,23.927460455,97.687050754,109.47013036300001,10.423297339000001,0.0,0.44003136600000003,25.911864014000002,0.0
Forest Plantation,1295.163210195,0.421107446,0.084768463,1434796.9280677312,8.235517681000001,0.33667138700000004,4201.268662951001,18092.332140264,0.0,1.112374542,14.933356055,4204.866398834,25.902294895,0.595149548,0.0,13.135601482999999,171.66953997800002
Grassland,200.42166970999997,,,58.726328949999996,1507519.9307874488,0.0,2092.6743587789997,1725.3069416770002,0.0,,32.45587036,3934.768394888,17.192625317,,,74.83653705,0.0
Mining,0.0,0.0,,0.0,0.0,23038.145336399997,8.151342865999998,3.5326506829999995,,,4.2586036499999995,3.099536841,0.49952074600000007,2.8564758789999996,,4.44093955,
Mosaic of Agriculture and Pasture,231543.440179088,15.900098348,153.90137374699998,4436.710584507,487.843483585,2.919372309,17060327.65261,138988.50598207203,19.851281341999996,1099.679832977,4616.72008096,244077.86871400004,4001.1892118489995,700.4474784750001,27.349296344,10231.855035679002,4061.9786190289997
Natural Forest,1752.792388914,1.688413873,0.6840443539999999,15106.569467862002,964.471058231,3.6158026609999996,150039.79381286804,33471500.21894927,8.169890754999999,593.5593832470001,1169.942608567,68513.40920641998,2626.8442890849997,682.259239542,0.847979536,484.05476808500003,3805.7430676029994
Non Observed,0.0,0.0,28.272994456,0.0,0.0,,15.325248229,7.594752888000001,328.734843581,0.34873392299999995,17.334781684000003,4.6334596249999995,6.7630328749999995,0.0,1.720064007,8.598451745,0.0
Other Non Forest Natural Formation,18.554253025,0.695734497,62.287833338,0.0,,,1317.38321555,544.6999076169999,0.0,101143.463972747,577.9938569439998,1626.2286617369998,119.645457068,1.273152814,4.869093535999999,11.144219159,0.083145667
Other Non Vegetated Area,74.884509145,1.40370517,259.67487647400003,24.449633504999998,11.516910944,0.5040826110000001,4289.433324633,599.0971043930001,38.969074468,184.945286331,136682.2202664,6694.720111334,348.66122241399995,87.19171716599999,3.007291681,2812.047068415,15.174280023
Pasture,38271.681023052995,0.252765796,86.743546228,1398.2575838199998,5651.7572971340005,2.106490216,287435.7065226,29474.951827994,1.261080005,223.326327429,2053.666513722,41801410.877207,153.48202155799999,161.53566900700002,0.522820874,3849.518491769001,291.31214176300006
"River, Lake and Ocean",54.64523245200001,93.51013704600001,12.93156114,1.836396075,0.078705737,0.16276626,311.8433620850001,267.5226613189999,9.405096935,39.670781340000005,304.901213954,111.70688605699996,1783157.929845,6.865673541000001,26.495254222,14.961330499000002,20.395138348000003
Rocky outcrop,2.843408826,,0.084501343,20.928965367,,1.68208692,491.84210587700005,287.99026384300004,0.08399243199999999,2.294877692,108.971034834,430.328268899,0.923307819,146753.54011,,10.181024679,
Salt flat,0.44219881,0.530958008,0.43657237,0.0,,,23.085205236,13.616635499000003,0.8528325919999998,10.606362153,10.573293011,0.773703009,24.519327214999997,,9957.16840912,36.962421477999996,0.0
Urban Infrastructure,0.995212438,0.330291663,48.99206957399999,0.0,0.0,0.16835338100000002,10.861916418,0.683299615,4.374406404,0.08399086300000001,4.9953602969999995,4.307166683,1.240971509,0.08394387199999999,1.7432970399999999,1104297.9298003,0.0
Wetland,29.611437488,,0.082995343,148.440960306,0.0,,2178.468280018,2696.7272687130003,0.0,0.831380157,5.603787585000001,1029.27471265,276.67339412300004,,0.26232800300000003,0.995725787,408920.28187109996
