,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,9987379.001242312,0.0,0.7986015200000001,9.712867133,0.249233307,0.0,21.445550316000002,0.421738116,0.0,0.0,0.07896160299999999,10.571283905,0.327613666,0.0,0.088626575,2333.666223748,0.0
Aquaculture,0.0,3092.5304252420005,0.0,0.0,,,0.0,0.087837115,0.0,0.0,0.082509326,0.087638165,0.500555787,,0.886892858,0.0,
Beach and Dune,0.353976728,0.0,78769.63703409999,0.0,,,72.774140289,0.166945484,27.443509968,34.969613439,153.31142619000002,135.21913334200002,5.844818195,0.0,0.34832846100000003,15.686188698,0.0
Forest Plantation,287.364733599,0.0,0.0,1123188.488992716,0.870812207,0.0,239.565654693,524.061545868,0.0,0.8449316830000001,18.213927903,38.200627209000004,0.249607721,0.170821503,0.0,0.411477582,0.0
Grassland,0.079544434,,,1.261353345,1564117.549308133,0.0,209.58168190199999,296.480389204,0.0,,5.215817786,1249.9522476910001,4.267056445,,,6.589084937000001,0.0
Mining,0.084044757,0.0,,0.168679358,0.0,21897.764496439995,7.148214782,3.703365839,,,2.5127642760000004,2.173011084,0.08222827099999999,4.032672791,,1.501858332,
Mosaic of Agriculture and Pasture,14.942401383999998,26.181989784,291.94775444699997,954.618124248,120.857167327,1.257803339,17669873.36394,8931.580250699999,15.794685594999999,243.95017655699996,3109.025795626,41348.98711609999,1221.7431479799998,797.004121001,45.47447374,13373.531277505,202.42289739999998
Natural Forest,2.724578345,4.665366168,2.052206672,870.334657206,120.47182366499999,1.3467325749999999,38353.120441358995,36426117.389072925,8.929397582,754.4371433459999,1165.518353155,14677.217683924,6937.159866052997,959.4911658129998,20.732383823999996,181.83215782399998,1422.4388943850001
Non Observed,0.088207404,0.0,25.742235743,0.0,0.0,,10.05727857,6.533181658,290.67573407400005,0.42912074600000005,23.076439204,1.121541461,5.867294145999999,0.0,1.5331106639999998,9.33186422,0.0
Other Non Forest Natural Formation,0.165693518,14.39983273,67.319008129,0.680100647,,,510.854137719,461.6954584300001,0.6733068180000001,128992.81041443,232.77129612699997,85.103566221,867.417760402,16.685455199,6.849473070999999,3.660274383,0.083083411
Other Non Vegetated Area,0.576710816,3.642427636,247.03178617200004,43.48702312699999,8.126466876,1.235416407,5225.806772774,341.6529401579999,40.379733885,35.952645645,220902.4886258,1183.518441499,370.30110675800006,215.932584502,10.483349475999999,16225.37741985,0.664182856
Pasture,11.456378203,0.165107019,208.095793789,125.067297544,184.457209865,0.0,33460.74450815,3919.2414814490003,1.285577442,415.6651027809999,897.5128746529999,40303283.68947899,26.074893441,305.849255166,5.683328949,1298.354375046,5.891553405
"River, Lake and Ocean",0.0,341.66517488900007,11.126204962,0.0,0.0,0.167933673,18.299989880000002,28.61083844,3.587245305,0.5171182809999999,348.71181867499996,3.500213117,1645601.9392960002,0.0,47.03768698700001,36.047404395,0.8316242739999999
Rocky outcrop,0.0,,0.084467609,0.0,,0.7547697329999999,182.10999780799995,169.643110938,0.0,0.684497632,50.687817395,135.965351231,0.333582172,120463.86722300001,,0.426035156,
Salt flat,0.0,0.0,0.526881836,0.0,,,26.652324578,4.251940746,1.109100562,1.908663354,9.508514008,1.22456358,12.519857397,,9011.72197424,11.144732354,0.0
Urban Infrastructure,0.0,0.0,19.282340398999995,0.0,0.0,0.0,2.4823312250000003,0.0,1.760300359,0.0,1.5668971919999999,0.6788917970000001,0.744357141,0.0,1.252484926,780574.0119420899,0.0
Wetland,0.0,,0.34955918,0.0,0.0,,1050.7974560129999,743.1637616309999,0.081833466,0.332021216,85.42415488099999,46.556640474,68.246243344,,0.0,0.0,359873.9922109
