,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,14933521.055345349,146.793514711,18.685833531,96250.21750664599,939.5317522629999,7.927887036000001,313344.544814889,33241.439517089,0.413466339,63.349078807000005,3033.0849309470004,306346.229899227,3002.690956093,1.408785529,0.44153897700000005,33300.153076413,768.291298373
Aquaculture,15.770279843,7584.65739626,0.0,3.436771894,,,227.51483676899994,44.056139538000004,0.0,15.812375105,59.98948934799999,99.54641522800001,424.02945629400006,,46.293990673,14.467408064,
Beach and Dune,113.520334887,1.4040843930000002,57602.7720933,10.22412273,,,1521.449695233,3.599801453,96.064412574,530.566575528,771.5489272589999,527.8113940899999,430.21084796499997,0.0,1.3869084100000002,620.676541885,0.0
Forest Plantation,47407.854775967004,0.252666058,0.084393488,2766574.7879739744,22.129778806,45.965503633,2141.0275340979997,6969.9164255840005,0.15897121,5.733784186,18.800515308999998,2756.2454811899997,5.492684253999999,5.236918273000001,0.0,1403.7935479349999,0.166780084
Grassland,87782.24726602499,,,45080.22991026,1059541.2369222739,1.340165198,4196.237962672999,5670.923254169001,0.0,,159.992159941,7187.806072002,297.14803145,,,271.200851321,0.0
Mining,21.447997038,0.886479218,,4.286372350999999,0.157693213,21507.2175129,177.297378988,18.051072738000002,,,84.25085548499999,93.37659860899998,97.439554897,5.461516742000001,,731.9151696289999,
Mosaic of Agriculture and Pasture,1838988.48421635,725.889196675,928.8042804830001,157604.36734122603,735.8638406450001,397.4389725099999,14105773.28136,514757.4692479599,44.888037106999995,2330.7620431220003,10119.95103916,1549750.9684350002,8415.653026789998,2107.312549025,164.562450298,108033.85459416,12148.06537982
Natural Forest,143374.500388573,35.011898448,14.658221282,335660.4719179499,1847.956318584,1255.438806156,378198.17779752,31723512.032872982,26.519554319999997,576.508803518,1896.853380356,420054.0867728179,12306.659482689998,994.445630251,61.76094340799999,10729.328585506999,8757.541092471001
Non Observed,0.663159186,0.0,38.114299669999994,0.636386633,0.0,,44.287014555999995,15.441958418000002,213.455565848,0.35325187999999996,76.15214163200001,6.9770573240000004,37.371608149,0.0,0.703855096,40.565713906,0.0
Other Non Forest Natural Formation,514.302177039,5.382655725,193.271945633,38.807059822,,,4778.669208714,1408.8212747020002,0.59706167,105262.238927388,1576.2448591070001,1926.0695466749996,364.829207348,10.237057398,143.813346232,78.31193149,0.165968079
Other Non Vegetated Area,1032.2633573389999,78.445223053,975.898328516,160.03892747600005,77.576968106,164.803862334,5745.15907325,239.36244059999999,46.26392815,568.9890888550001,108036.63485599999,3772.82921021,898.0618696669998,386.887692545,10.296563422,9159.39620065,5.715431483
Pasture,2799553.298332054,481.871029439,1391.387733829,273890.13399139995,1413.093095303,229.170538434,2846512.044001,549959.3470078389,3.9751388000000003,6902.040723373001,9118.051128555002,28410821.264242,5283.806194524,1776.244214938,10.394075159,68131.35712244,10305.581009035
"River, Lake and Ocean",2628.535333274001,378.42594926,180.23265455300003,345.41774202000005,25.69527759,241.333729998,2807.691909315,2400.9303313770006,41.962926145,110.65242626099999,2543.0184406539997,1125.3779974160002,2032895.2516790002,34.460449342000004,138.75223033499998,423.46775103600004,754.6423421559999
Rocky outcrop,12.479069049,,0.0,396.14694334399996,,570.5949873,1229.96311187,1848.590132523,0.0,27.305448575999996,1161.73665238,797.657838649,5.118839843000001,175319.345958,,335.259128577,
Salt flat,0.330702429,24.730649577,1.039535236,0.558928369,,,75.075879739,45.441807404,2.7584195500000006,13.604847254,16.126061707,0.7647216729999999,113.85449294899999,,8769.02347548,93.834338547,0.17484227300000002
Urban Infrastructure,1.7559578179999997,26.962798425000003,287.778133058,0.165372522,0.078263428,193.20138821700004,11.634984882000001,4.399848681,14.370347094,0.0,1.9147619990000002,3.5657027650000006,3.240979292,0.0,36.013217017,1600907.7897185,0.082655908
Wetland,1281.711239256,,0.0,31.222436526,0.077854559,,15545.298723326,23307.432653204,0.0,9.719857367000001,73.531288449,7888.913665909999,1512.1973207209999,,32.73864001,27.941676867,325557.1278737
