,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,8982317.776784522,44.656836221,1.065698851,60838.438641483,1925.1251931489999,69.34948344700001,591673.82186904,59627.935616796,0.176496228,149.94433632599998,4040.0773205040005,307746.413463152,3627.2327964170004,0.0,0.08882876599999999,45796.581461287,301.660891307
Aquaculture,0.0,3365.9175290470002,0.870877985,0.0,,,32.285457218000005,13.714975836,0.0,0.43534988399999996,31.607143795,3.137110223,851.256438184,,1.928679529,13.411345129,
Beach and Dune,216.949573366,0.7833886170000001,67185.6123106,0.084393488,,,4601.973248507001,11.519564687,57.579905397,1403.049387458,2462.91433349,4270.309665564,328.391927631,0.0,3.513589307,1856.80431168,0.42382265099999994
Forest Plantation,22131.793142158,12.46476887,2.118258636,1210950.5573013,28.728972326,62.571528779,2675.3672187330003,14287.750913169997,0.0,7.042852179,5.797290001,4561.271152073,95.557262323,0.249642773,0.0,613.309370144,65.961345116
Grassland,162508.25964803397,,,66623.076721149,1258741.058268025,0.0,11246.862158,21579.200147435,0.0,,509.920054041,9034.389440013,827.1510528099999,,,823.31288671,0.0
Mining,0.499112665,0.0,,0.0,4.573975244,20696.5186472,470.982388565,37.77581272900001,,,386.6796931280001,184.124099008,151.350637617,219.4792654,,566.3154498279999,
Mosaic of Agriculture and Pasture,1969321.6946231823,1526.474999088,989.9436520069999,166749.84757387397,2660.11667529,366.0960984800001,12756601.94076,735240.5446557468,51.44804248700001,4944.164029062999,8813.16896587,2091996.194648,76533.759901885,6092.5577104,318.38518773600003,176204.79481573,15509.883728361001
Natural Forest,353090.73785146413,581.007086497,85.306751778,406499.66234688397,6062.810810947,1669.3691512550001,748318.76398242,30974988.34638761,31.210924685,1765.6051610150002,2700.101200095,1393955.7640483838,74961.33129007298,4138.51251715,133.083380367,32097.332852278003,18357.020022734003
Non Observed,0.176680334,0.0,83.245580192,0.079480542,0.0,,49.042611438,20.024308416,157.20846716200003,0.167982159,41.88860409400001,5.177868708,25.748609987,0.0,2.5788731080000002,40.107368814,0.0
Other Non Forest Natural Formation,164.06096240600002,68.815882642,421.1034808999999,49.416102120000005,,,3226.342482069,2036.6845854760002,1.802726026,101003.63502251699,2168.883813685,10557.427535076,791.221457269,27.967064594999997,129.558014273,270.74078000000003,8.556531836
Other Non Vegetated Area,1495.2973542700001,126.466462572,741.6102257079999,537.037437524,82.870110279,17.592748893,13120.642817060001,1566.9371904900004,98.775259088,773.693621861,108174.56826259999,12180.491849221999,2091.9016288539997,658.297510862,22.710053283999994,15712.736640080002,54.59214
Pasture,3556786.249973145,1059.101871923,718.949162078,517015.11305957503,6300.008837582,650.773838207,4331784.686077001,1113422.4118679292,2.9897461479999996,4694.458792537,9983.426319479999,32260388.860601,76254.83465705601,1826.72720415,20.479143296,143051.371863763,25100.373819419998
"River, Lake and Ocean",1086.2054519419996,650.977109725,681.030625756,82.22828527899999,1.4931781679999998,72.688802572,860.3288004670001,1928.516739434,58.818608053,103.996471458,934.9749113959999,210.60851750999998,1706176.8227219998,12.443337467,329.595258233,1134.956025142,203.145153173
Rocky outcrop,1.9241827089999999,,0.085205487,93.47975059000001,,236.23783790000002,627.8379466750001,1143.206699461,0.0,4.980551976999999,541.9605707970002,851.069565356,25.361397325000002,147452.295904,,255.64914723900003,
Salt flat,0.264710761,94.33048803300001,10.107762659,0.0,,,359.79412142300004,552.68954223,2.6154842769999997,87.328513302,39.543186805000005,2.949652599,129.441718136,,9106.8195615,108.13343838400002,0.701137342
Urban Infrastructure,0.7450184200000001,15.017666676000001,321.09086748000004,0.0,0.0,9.325919868,3.728564766,21.620825997,11.051774341,0.167993835,0.66478542,1.666431298,2.238808936,0.08391735800000001,17.749737434,1039567.3502018,0.0
Wetland,2134.083791869,,0.174804657,0.421432129,0.0,,16045.505349230001,14746.228296466998,0.0,0.498026453,10.367974354000001,23839.936920308,62521.272473904,,0.611781555,76.200863826,304168.8197802
