,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,9345016.304087434,10.368140453,0.4442388239999999,19859.053430859003,2755.021518374,13.17558813,705280.284353122,29872.233847302,0.249173957,269.280665696,2914.510093094,439181.135794428,2864.3626906320005,0.0,0.177260931,22119.370607808003,204.89190426000002
Aquaculture,0.0,3000.71704372,0.0,0.25266242699999997,,,31.919655589,1.352621069,0.0,1.393706537,15.6042036,0.252967181,33.543094116000006,,0.619828797,0.908182233,
Beach and Dune,36.572358128,0.522256238,77670.5559427,0.42219009399999996,,,2610.5757064379995,0.171553607,91.972260776,1414.3176543289999,1362.90483952,3476.161851884,302.293632977,0.0,6.0901897940000005,707.9893136740001,0.84316925
Forest Plantation,18110.199930613002,0.0,0.08519011800000001,1517087.6061835,38.864029514,25.488669418999997,8261.348896751999,25799.862968680995,0.0,26.684632010999998,68.67417088100001,16957.584790150995,436.34044971900005,0.33317946200000004,0.0,320.735564776,145.155173754
Grassland,74731.46812258799,,,10600.51418423,1387144.1250443952,0.0,10147.785126837,12402.879235616,0.0,,270.62561216,12806.806344292,441.63716913300004,,,188.644568246,0.0
Mining,0.159227625,0.0,,0.0,0.0,22426.219467000006,35.703509684000004,4.944976776999999,,,162.48613629199997,84.463201608,22.877761521,57.23589532,,88.668942296,
Mosaic of Agriculture and Pasture,1132713.0568737013,785.8313215389999,292.4157401770001,51624.95565556,2392.207813541,105.789551289,13815540.18968,407031.5577546531,46.797598887999996,5426.811425218,9978.927191719999,1955319.1197169998,35562.414479156,3372.03076169,197.44716031399997,90728.65694905001,13507.83068919
Natural Forest,113977.36165620603,282.695826618,59.62993679899999,103675.504382536,3256.752187399,556.1757081610001,572817.0189073,31998023.33860972,26.678562927999998,1640.4945814,2482.099860086,799147.594010778,50580.259136875,3351.6656158540004,81.35043388099999,11264.427384343999,12333.892001352
Non Observed,0.176713257,0.0,46.514832522000006,0.0,0.0,,46.284622617000004,15.124310986,190.80457374600002,0.42685218999999996,75.90172361800002,5.973236182,28.319786023000002,0.0,4.915808856,32.010900805,0.0
Other Non Forest Natural Formation,15.890177056,35.812712368999996,185.41664764900003,12.686994201,,,2018.814709196,1112.915059729,0.513129223,88179.46691183999,1438.1177291950003,7381.207334084,467.44951733,23.205779671,43.530654546,59.109856416,0.913222662
Other Non Vegetated Area,585.7844950629999,56.219371699,370.604240204,331.96958633199995,177.12817779,10.995033514,6427.131137907,523.7883245470001,57.094539602,645.077610567,111227.1220253,7047.227331124999,1039.9279986400002,662.180328961,24.620351227999997,8524.632812531998,75.846014814
Pasture,1175451.914804285,403.702686363,419.5346781129999,112154.29176610099,7346.343144819999,221.63924246399998,2703359.850569,442744.84443358396,4.298124585,5970.266249508,7834.263373869,37328924.151093006,43182.264854668,1158.36009524,34.229520041,64687.38288278399,12066.48265184
"River, Lake and Ocean",723.1155336639999,1571.72529561,369.245470894,8.538004785,29.631831636999998,18.901364806,882.50924782,1167.3865348119998,41.942007457,160.126256689,1045.293105072,306.61241127299996,1787528.7332729998,4.609396782999999,193.94605064899997,680.578077671,296.416539015
Rocky outcrop,0.0,,0.0,8.18968573,,91.36480206,540.8870586510001,716.838107452,0.0,1.1900090460000001,470.761646556,1081.302425886,13.691206522,148322.774331,,104.23911037299999,
Salt flat,0.088970776,52.811327139999996,6.226604516,0.0,,,144.060960777,169.200041784,2.9042849010000005,38.526099739,20.058232002,5.047522955,138.476615868,,8916.48704998,13.295737524000002,0.43746984299999997
Urban Infrastructure,0.41077575699999996,19.324419336,220.21428133,0.0,0.0,7.023748126,7.760612262,10.229460362999998,12.629545222,0.258573865,2.6765041689999998,3.7938810239999996,2.15063357,0.168074792,67.931804366,1165305.0231341,0.0
Wetland,484.9022470510001,,0.0,0.414126691,0.0,,11695.542852573,10120.410526410004,0.0,0.24908927,69.338557232,14744.75543168,54169.080422618004,,9.454035272,38.487061562,319725.7597509
