,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,14853086.093787488,77.92545365000001,20.106627878999998,97487.27339751,1269.91134775,9.77907503,386727.789746499,37112.94996269799,11.288958716999998,132.43743425699998,3251.7127731859996,308804.237671286,3116.778154971,1.6569803829999998,0.35361459300000003,31969.920626896,906.0429853329998
Aquaculture,15.858553048000001,7179.340127124001,0.0,11.600866574000001,,,230.83041542399997,41.310431041,0.164983026,21.009985822,88.48340425399999,96.574136758,779.829476144,,55.108419452,15.463760240000001,
Beach and Dune,103.716229553,1.228573676,57524.42706539999,7.9439028689999995,,,1180.4281115389997,3.346941443,103.173338255,570.7157705210001,1004.2069333999999,529.1114706,426.376805316,0.0,4.647003576,771.913587492,0.0
Forest Plantation,35798.025651364005,0.0,0.16878615100000002,2778169.048643784,23.628390302,48.268131114,1832.045563319,7481.690660868,2.9141311709999997,1.67676914,21.044222632,2679.558632424,6.259005,0.08403950199999999,0.0,1292.9020193899999,0.333132385
Grassland,71568.035954534,,,42897.37281934,1070015.876737724,1.970701239,12240.300518137,6532.922281899,0.15779484300000002,,205.901284468,6172.756065513,302.76085855,,,250.30766322099998,0.0
Mining,13.320553326,0.797830884,,1.5923609429999999,0.236578955,21793.7953818,136.44776558200002,10.584995923,,,70.861016598,84.567781059,91.026706758,5.630301794,,532.9269262900001,
Mosaic of Agriculture and Pasture,1722454.842313573,524.2141940920001,1318.6562650609999,146792.973607987,999.228123028,426.70517997299993,14241156.621839998,545544.272951364,101.36913131799999,3505.755618884,10967.39302957,1510387.0839500001,8716.06589868,3030.42817102,145.051659941,101939.05667743999,15017.898120909998
Natural Forest,122750.22398936903,34.53547308900001,14.658221551999999,306147.495374268,2416.26856052,1304.411750919,349033.83812845394,31804367.321950972,211.05426719100004,1572.2991559800003,2005.1030401389996,414151.09589287307,12550.655050056997,1352.3724048219997,59.314432337999996,10017.164646300002,11314.141369530997
Non Observed,0.7514151609999999,0.0,29.088415659,0.636386633,0.0,,44.334253235,16.096697822,207.159408617,0.353397815,85.54539807500001,7.315238239000001,41.919497869999994,0.0,1.6538935540000002,39.868009628,0.0
Other Non Forest Natural Formation,496.73600260600006,5.033765918,231.781190659,29.784069363,,,3186.273811519,953.111873201,0.766240759,107276.88538985599,1117.0276279900002,2430.6562977989997,366.581600687,12.278729539000002,136.15421334799998,58.359350983,0.332063806
Other Non Vegetated Area,973.1374201770001,69.997873032,1018.0292848809999,137.95655689000003,110.889672416,179.74691925500002,5425.529382104,282.45902450899996,41.467863171999994,921.9279698610001,107983.23130259999,4005.973997392,947.0743561999999,408.654522081,6.362135058000001,8836.089618599999,10.095134156
Pasture,2591036.8877579286,386.417951974,1532.766585676,252522.02702548,2115.026238114,247.424509142,2955589.1690199994,576053.4571558681,1290.631933908,7563.9264595919985,10348.599270122999,28506564.999807004,5439.438214474,2329.290138945,7.507532628999999,61115.80504905,11639.682845881001
"River, Lake and Ocean",2435.283456902,288.98109066,367.889335603,281.89927117700006,26.568118309,250.781531783,2137.356708853,1487.8179794850005,39.502850803,116.38924820299998,2450.810362777,1096.968423105,2034617.9048600004,44.400868936,129.07160417499998,392.660120268,911.5635424339999
Rocky outcrop,12.563410522,,0.0,381.495776282,,592.8742497999999,636.102580439,1607.341141621,0.0,12.583538389,1008.4729269179999,582.902186783,1.9301984069999998,176545.01945199998,,322.91266104000005,
Salt flat,0.499569586,20.871627065,0.610091687,0.079419336,,,97.38993115900001,45.342196126999994,2.54838067,32.722603275000004,17.709480346999996,4.970729040999999,140.99619409000002,,8697.289236609999,96.02698013599999,0.262263318
Urban Infrastructure,1.832875769,24.15962402,250.505917395,0.165372522,0.078263428,202.402234005,11.974926544,4.394826671999999,13.863931744,0.0,2.0936899529999997,3.4148282950000004,3.899261432,0.0,43.972969815999996,1600930.1126855,0.082655908
Wetland,1133.3947318429998,,0.087376331,28.532762943,0.077854559,,10230.062077362,16003.487594626,0.165714453,10.05285828,82.251734089,7544.06119233,1552.5046727440001,,0.875056409,24.880188172999997,338657.4793557999
