,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,13061586.329311427,10.609705652,3.114488409,5949.6161464709985,169.824383517,1.37160813,58361.381728254,1776.891942487,0.0,53.730328743,175.76947115700003,34384.77787884599,147.53287284,7.686565906,0.17721225,308.363216272,34.423425858
Aquaculture,0.157789343,6258.499978475,0.0,0.0,,,44.825465486000006,0.424959814,0.0,0.262089648,5.5275317500000005,0.263384595,576.063781925,,1.952327137,0.082527271,
Beach and Dune,0.8899088620000001,0.0,64230.5924841,0.169137891,,,177.01985759599998,0.334017413,43.740163993,99.799846076,860.11421982,111.930803817,14.524737975999997,0.0,0.176002154,117.65173338700002,0.0
Forest Plantation,1870.979520878,3.789997137,0.16888994100000002,2096395.7704377603,10.568092267,6.750681341999999,1040.9464940389998,3815.377307362,0.0,0.7543984130000001,5.333511725,151.66965487500002,1.760617431,0.165063513,0.0,10.020740205,1.157560938
Grassland,3419.360255801,,,2787.1668856670003,1298018.464922952,0.0,6736.183417793,2984.32108702,0.0,,127.136080371,1814.807867719,14.103451847999999,,,1.025486334,0.0
Mining,0.242007794,0.0,,0.168334503,0.0,23165.6412002,17.593618760000002,1.506716035,,,8.478218701,4.131376122,9.560186395,3.613164191,,9.790491936999999,
Mosaic of Agriculture and Pasture,411574.9911005391,169.63929584399997,183.888929354,14287.172650340002,344.72516963600003,12.393646847,17803803.09436,88006.36763945101,21.406157111,767.916117008,4851.809338678,116193.34868479999,1442.6721646339997,531.350603833,48.289357280000004,3198.4265983789996,3077.289881121
Natural Forest,1127.8083690009996,0.9779268249999999,0.0,21202.815885806,427.14663571999995,47.101803393000004,92377.913900852,32602264.85658029,7.47796856,469.13222693200004,1361.7344266139999,20619.857383992003,1237.1038264130002,631.2003795040001,1.5837629639999997,206.09592700800002,1850.6016782069996
Non Observed,0.252059308,0.0,20.070262890000006,0.0,0.0,,27.786039117000005,7.025972015,342.90134591199995,0.170137775,38.422252211,5.5209439950000005,13.693658417000002,0.0,0.877128539,13.075290003000001,0.0
Other Non Forest Natural Formation,1.03143443,3.8315999389999997,211.53623016,5.049776977,,,988.4651251,178.65035112599998,0.338618408,114186.04795800602,958.5218594300001,455.03741403000004,62.005315851999995,0.847297906,30.893120201,7.560651476,0.08308172
Other Non Vegetated Area,129.88399356199997,12.987675309999998,64.32845264400001,132.35287162299997,12.961331396,0.333581701,1927.7813214930002,400.40306858799994,28.107561308000005,177.98008448,117076.39172669999,910.772757033,404.51556383199994,82.752198018,10.971823162,711.6808001649999,1.5756534000000002
Pasture,55794.80301741401,6.615936072,56.650063727,26563.807498337,1166.335761677,4.52116114,447651.41379590007,23361.162540006997,4.168260943,551.8401423610002,1781.986194601,37896152.261630006,220.777899708,357.639318496,0.435120001,905.7771993670001,255.66473138400002
"River, Lake and Ocean",94.814831786,240.561243847,15.917293958,8.164051854,0.868242457,4.909428564000001,372.29932874300005,277.942253011,17.321626501999997,42.925718661,183.52971298399999,19.077894377999996,2020020.6742240002,0.0,20.073532100999998,7.635617603,105.883286282
Rocky outcrop,0.0,,0.0,86.82076613,,3.612078552,530.134488101,912.138090107,0.0,1.7793414429999999,63.54470214299999,368.95122997,0.7448637269999999,171005.231521,,1.514257129,
Salt flat,0.0,1.065115888,1.050826275,0.0,,,19.135633038,1.9931834290000001,3.0361798649999994,3.206775068,4.923861816999999,0.174398138,14.056921168,,8847.58859898,4.9075954589999995,0.0
Urban Infrastructure,1.229557416,1.898960175,32.915859997000005,0.0,0.078519696,2.081152991,13.697133601,2.5769622680000004,5.6876263080000005,0.42001613200000004,3.5700817499999995,4.065394696,1.00476601,0.0,3.401927459,1518916.4121716,0.0
Wetland,147.514747858,,0.0,0.082806299,0.0,,2470.4461546580005,2025.091658865,0.0,0.083078796,2.5185702749999996,290.97972543299994,117.42332856299998,,5.864294817999999,0.082978467,363844.8618377
