,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,11981210.127324391,0.0,0.088999237,1456.535374349,246.09371373599998,0.726146252,61616.465768591,880.1660158339998,0.08056366,12.034700689000001,46.029178742,29572.610338076,101.289632438,0.0,0.0,523.0531618389999,17.293825925
Aquaculture,0.0,6953.64652112,0.0,0.08422020300000001,,,19.599941113,0.349245434,0.0,0.700509216,1.32062287,0.0,38.76345076500001,,1.6781086,3.880290522,
Beach and Dune,0.976908173,0.0,69699.8779182,0.08456402,,,165.863714722,0.082467255,26.462166811,91.394464395,149.977709458,23.698513312000003,17.829219079,0.0,0.43596830400000003,44.504458971999995,0.0
Forest Plantation,1719.038077954,0.0,0.0,1929321.4463861412,6.159084467,0.673318085,1485.2973553849997,8629.018570215,0.0,16.039626892,2.468041395,903.376348747,1.6669246759999998,0.16754364,0.0,40.195847504,0.0
Grassland,5390.1383574500005,,,693.955272145,1347905.053124155,0.0,10947.556209290999,2298.959903798,0.0,,1083.04200296,3239.235949714,39.392446101,,,5.779523516999999,0.0
Mining,0.0,0.0,,0.33666732200000005,0.0,23222.600898200006,6.417622876,0.925056927,,,8.174681067,2.683652796,3.868288555,4.116876483,,5.9192987,
Mosaic of Agriculture and Pasture,317141.11596104904,100.69078641600001,81.04395419299999,10910.911920936,538.743082344,8.462048377000002,17284702.909420002,82257.362997336,20.629815834,700.65052148,1415.619099482,147707.51875430002,4177.519803395,395.634636123,18.530298482,4035.5705903189996,3377.1671244009995
Natural Forest,1723.167406976,3.138693213,0.0,14312.783597741,849.3267955390002,17.323689474,139562.03872166303,32664707.262364246,6.786939514000001,450.19695117,694.5816373200001,32289.459488291996,2066.7537530150007,895.2195777640001,2.669915491,154.256885107,2181.65645278
Non Observed,0.43475902699999996,0.0,44.692506565,0.31792829,0.0,,32.394763757,7.544363408000001,339.0701614739999,0.254480768,27.900774975,3.8198203919999996,10.363024548,0.167985577,0.787774457,7.121510295999999,0.0
Other Non Forest Natural Formation,1.016545715,1.219915039,135.10512249500002,1.523422729,,,902.6601602190001,303.8162354010001,0.338058399,107731.778956456,241.82119227200002,236.75175953799996,86.453607973,0.425883625,14.005200991999999,3.3915354069999997,0.41510003100000004
Other Non Vegetated Area,267.52221265,2.418963561,152.76579018699994,342.96769035999995,27.373904904,1.6762268800000002,11721.303204325,348.22050695199994,46.433977351,327.66973255499994,129231.8594343,2475.3941686020007,526.178288357,297.145746666,3.600989966,374.84795710000003,103.75530179999998
Pasture,112324.58705114,0.418817657,139.792230361,23538.352840948006,1920.7918241099999,23.488615907,744373.029054,26012.915392998,3.54788288,2208.834020389,1363.7002875279995,39242407.46248,2646.218241924,162.974956608,0.172317603,1485.76397039,2052.015065353
"River, Lake and Ocean",165.49365627400002,99.13983156100001,36.43360348,5.256041851999999,0.634835547,1.071035102,329.900046535,281.062457847,11.569711773,18.715475568,176.225017406,28.386801681999998,2002065.929478,0.755102392,16.174900009999998,17.422898638,28.486006525999997
Rocky outcrop,0.0,,0.0,44.847589956,,3.9484120789999997,714.91098758,569.1422864759999,0.0,0.594250091,49.181546366,506.026278282,0.597951501,173435.759272,,1.1757009520000001,
Salt flat,0.0886133,4.354064246000001,0.792828112,0.0,,,36.150827971,2.3056469720000003,1.546873609,6.134877911999999,2.0810238880000003,0.259445349,27.913847608,,9189.21857958,4.046905724,7.5282205079999995
Urban Infrastructure,1.6609458670000001,0.0,57.366963669,0.0,0.078263428,0.908290735,18.861719833,1.657649,6.929113623999999,0.170077215,2.394303022,5.185996217,1.333176374,0.0,5.270000701999999,1476818.5907116001,0.0
Wetland,110.357770976,,0.0,0.415293024,0.0,,4193.766907201,2842.5182194159997,0.087404773,0.082993488,11.821162243,370.54327798500003,549.363158948,,0.262223395,0.0,358630.9481518
