,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,10012697.164268572,48.660292733999995,0.26154129,107911.14815698899,1499.749785326,64.84329559899999,508480.66567820206,61410.404529633,0.160981512,360.847943228,4612.961568849,254025.618647601,5139.743826485002,0.08263606,0.16763056599999998,59780.83949930301,128.421984153
Aquaculture,0.0,3094.2507877509997,0.0,0.673766937,,,64.907358496,6.05556433,0.0,2.437527985,13.77979332,3.9097850149999998,365.82654914000005,,0.529151232,28.918248515,
Beach and Dune,161.64173477699998,0.611436712,69638.53938180002,21.71893045,,,5411.783875491,37.452051077,108.507364507,2364.00803701,1897.5382834270001,2831.990882181,560.48515122,0.0,3.257716577,2642.82870895,0.331933679
Forest Plantation,27142.649550084,0.168444598,0.511111725,1569152.772720825,326.111033976,72.233870889,3503.9436555190005,18494.214488854002,0.0,5.9587369930000005,10.383395186000001,6052.753797024,25.228859602,4.28766842,0.0,1502.9173851499997,234.55279616
Grassland,190284.99801293496,,,116368.366945585,1119467.50452947,0.07881769400000001,22819.970104728,20274.919502745,0.0,,332.082793832,8963.705199421,1036.20626823,,,515.333497969,0.0
Mining,8.480059833,1.15242948,,17.3220436,0.790543884,19610.027863599997,562.76351099,55.681556473,,,279.94858682100005,211.409242028,262.03477946799995,402.47895669999997,,1287.465238644,
Mosaic of Agriculture and Pasture,2066402.134972403,1320.6266587680002,435.12937494100004,227094.93660124205,1488.8674160950002,742.367756764,12718589.538279999,701465.5165751202,46.818022267,5779.616600955,10187.5067004,1709016.027915,49879.15815367999,6527.99646687,186.13892723299998,193275.4909536,18168.46577606
Natural Forest,314990.42648404196,344.72083286400004,55.574830058,567016.413984929,5032.6894711840005,2774.242544849,531582.1353025351,30862537.583435126,30.092278429000004,2170.6307943469997,2710.3378695130004,1145512.2574319704,80038.729539158,3521.61900642,108.30263397399999,34532.269409242996,17138.469782609
Non Observed,0.524584839,0.0,51.56870811,0.238443732,0.0,,64.608237244,21.519278228999998,153.413224454,0.6765070440000001,65.49473764800001,11.095139349000002,50.53949935500001,0.0,2.684520831,47.162126813,0.0
Other Non Forest Natural Formation,190.458695101,108.704820887,157.72633652599998,230.55608791999998,,,2574.05277848,2606.1589736780006,0.34346981800000004,92382.06017308401,554.728408398,4056.164391827,613.993560343,10.326453100999998,108.70233615500001,269.28317101199997,0.664459393
Other Non Vegetated Area,1825.155223431,53.52860664800001,470.169412644,385.582454531,155.587014372,44.49742849300001,8806.769801542001,872.3141644440002,68.54552798799999,928.0523589189999,90219.12168786999,9198.506404370999,1639.722873061,704.9120507470001,4.11204446,10216.675706914999,139.88264930999998
Pasture,5407243.0070411125,1212.4458211679998,1253.328638033,828360.7317211401,4689.322884365,801.415427898,4186387.538478,1357729.2727472628,1.983141321,12700.442772052,11912.436810730998,29245207.023448005,55846.13887269099,3683.97135157,49.251478230000004,161480.18472457,27689.938987872
"River, Lake and Ocean",1492.5843788909997,1351.18962199,430.030700284,287.03982229099995,6.491217963,131.948104523,4521.973049143,1691.7390568859998,60.952573484,111.462884174,2478.830446763,614.0851837729999,1786394.700804,36.46451103,326.456318348,1479.5320351389998,373.527668122
Rocky outcrop,9.425300585999999,,0.0,133.957071576,,558.1837522999999,468.750951677,1326.9720396950001,0.0,18.361050365,639.77428619,557.9207196120001,32.803168968,146149.22995900002,,414.12061778500004,
Salt flat,0.2644745,19.433777488,10.253971034,0.238477655,,,235.599222906,398.731873028,3.84523177,47.736392777000006,14.450864527,4.129959937,162.19982308,,8382.92588393,124.174092813,0.0
Urban Infrastructure,0.827880621,31.853998637,323.893936149,0.49395009799999995,0.0,56.19816062900001,5.372708283,18.680375952,12.510935192,0.168002808,1.6680242609999998,2.495279755,2.0655048760000003,0.0,41.478706424,1242369.0860952002,0.0
Wetland,1090.7466038809998,,0.0,3.3105988340000003,0.0,,12028.988800412999,19472.626779183,0.0,0.581573572,43.957841192000004,14071.41527867,51166.411161964,,0.262137952,114.598091579,301891.6697197
